"Frequency Output","Frequency Input","FCC Callsign",Agency/Category,County,Description,"Alpha Tag","PL Output Tone","PL Input Tone",Mode,"Class Station Code",Tag
125.900000,0.00000,,"Kimball Municipal Airport (KIBM) Air Traffic Control",Statewide,Approach/Departure,"KIBM APP/DEP",CSQ,,AM,BM,Aircraft
126.025000,0.00000,,"Nebraska Federal Offutt Air Force Base",Statewide,"Automatic Terminal Information Service","OAFB ATIS",CSQ,,AM,B,Military
126.050000,0.00000,,"Central Nebraska Regional Airport (GRI) Aviation - Air Traffic Control",Statewide,"Clearance Delivery (Minneapolis ARTCC)",Clearance,CSQ,,AM,BM,Aircraft
127.275000,0.00000,,"Tekamah Municipal Airport (TQE) Air Traffic Control",Statewide,"Automated Surface Observing System","TQE ASOS",CSQ,,AM,BM,Aircraft
127.400000,0.00000,,"Central Nebraska Regional Airport (GRI) Aviation - Air Traffic Control",Statewide,"Automatic Terminal Information Service (ATIS)",ATIS,CSQ,,AM,B,Aircraft
127.675000,0.00000,,"Eppley Airfield (OMA) Air Traffic Control",Statewide,"Omaha Approach/East-West","OMA Approach E/W",CSQ,,AM,BM,Aircraft
127.950000,0.00000,,"Western Nebraska Regional Airport (BFF) Air Traffic Control",Statewide,"Approach/Departure (provided by Denver ARTCC via Crawford RCAG)",Approach,CSQ,,AM,BM,Aircraft
128.750000,0.00000,,"Lincoln Municipal Airport (LNK) Aviation - Air Traffic Control (Civilian)",Statewide,"Mineapolis Center (used from 0000 hours to 0530 hours (local) when the control tower is unmanned.)","Minn Center",CSQ,,AM,BM,Aircraft
129.500000,0.00000,WPTN925,"Lincoln Municipal Airport (LNK) Aviation - Airlines",Statewide,United,United,CSQ,,AM,BM,Aircraft
130.400000,0.00000,WXU9,"Western Nebraska Regional Airport (BFF) Airline Operations",Statewide,"ARINC San Francisco Radio","ARINC SF RADIO",CSQ,,AM,BM,Aircraft
130.550000,0.00000,KHV8,"Lincoln Municipal Airport (LNK) Aviation - Airlines",Statewide,Northwest,Northwest,CSQ,,AM,BM,Aircraft
130.575000,0.00000,KHR8,"Eppley Airfield (OMA) Airline Operations",Statewide,"Signature Aviation FBO","Signature Aviatn",,,AM,BM,Aircraft
131.300000,0.00000,WAE9,"Eppley Airfield (OMA) Airline Operations",Statewide,"Atlantic Aviation FBO","Atlantic Aviatn",,,AM,BM,Aircraft
131.400000,0.00000,WRAR625,"Western Nebraska Regional Airport (BFF) Airline Operations",Statewide,"United/SkyWest Airlines",United/SkyWest,CSQ,,AM,BM,Aircraft
131.600000,0.00000,WEB4,"Eppley Airfield (OMA) Airline Operations",Statewide,"American Airlines","American Air",,,AM,BM,Aircraft
131.800000,0.00000,WHY9,"Airports Operations",Statewide,"San Francisco Radio (ARINC)","SF Radio",CSQ,,AM,BM,Aircraft
132.100000,0.00000,,"Eppley Airfield (OMA) Air Traffic Control",Statewide,Tower,"OMA Tower",CSQ,,AM,BM,Aircraft
132.700000,0.00000,,"Imperial Municipal Airport (KIML) Aviation",Statewide,"Approach / Departure (Denver)",Approach,CSQ,,AM,,Aircraft
132.700000,0.00000,,"Airports Operations",Statewide,"Denver ATC","Denver ATC",CSQ,,AM,BM,Aircraft
135.075000,0.00000,,"Box Butte County Airports Operations",Statewide,"ASOS (Weather)","KAIA ASOS",,,AM,B,Aircraft
135.350000,0.00000,,"Nebraska Federal Offutt Air Force Base",Statewide,"Ground Control Approach","OAFB GCA",CSQ,,AM,B,Military
138.062500,0.00000,n/a,"United States Air Force (157)",Banner,"Site: 021 F.E. Warren AFB (Site C)",n/a,n/a,n/a,"Project 25",RM,TRS
138.087500,0.00000,n/a,"United States Air Force (157)",Cheyenne,"Site: 022 F.E. Warren AFB (Site G)",n/a,n/a,n/a,"Project 25",RM,TRS
138.112500,0.00000,n/a,"United States Air Force (157)",Kimball,"Site: 024 F.E. Warren AFB (Site 224)",n/a,n/a,n/a,"Project 25",RM,TRS
138.162500,0.00000,n/a,"United States Air Force (157)",Cheyenne,"Site: 022 F.E. Warren AFB (Site G)",n/a,n/a,n/a,"Project 25",RM,TRS
138.212500,0.00000,n/a,"United States Air Force (157)",Banner,"Site: 021 F.E. Warren AFB (Site C)",n/a,n/a,n/a,"Project 25",RM,TRS
138.262500,0.00000,n/a,"United States Air Force (157)",Kimball,"Site: 024 F.E. Warren AFB (Site 224)",n/a,n/a,n/a,"Project 25",RM,TRS
138.312500,0.00000,n/a,"United States Air Force (157)",Cheyenne,"Site: 022 F.E. Warren AFB (Site G)",n/a,n/a,n/a,"Project 25",RM,TRS
138.362500,0.00000,n/a,"United States Air Force (157)",Banner,"Site: 021 F.E. Warren AFB (Site C)",n/a,n/a,n/a,"Project 25",RM,TRS
138.412500,0.00000,n/a,"United States Air Force (157)",Kimball,"Site: 024 F.E. Warren AFB (Site 224)",n/a,n/a,n/a,"Project 25",RM,TRS
138.512500,0.00000,n/a,"United States Air Force (157)",Banner,"Site: 021 F.E. Warren AFB (Site C)",n/a,n/a,n/a,"Project 25",RM,TRS
138.537500,0.00000,n/a,"United States Air Force (157)",Banner,"Site: 021 F.E. Warren AFB (Site C)",n/a,n/a,n/a,"Project 25",RM,TRS
138.537500,0.00000,n/a,"United States Air Force (157)",Cheyenne,"Site: 022 F.E. Warren AFB (Site G)",n/a,n/a,n/a,"Project 25",RM,TRS
138.562500,0.00000,n/a,"United States Air Force (157)",Kimball,"Site: 024 F.E. Warren AFB (Site 224)",n/a,n/a,n/a,"Project 25",RM,TRS
138.612500,0.00000,n/a,"United States Air Force (157)",Cheyenne,"Site: 022 F.E. Warren AFB (Site G)",n/a,n/a,n/a,"Project 25",RM,TRS
138.712500,0.00000,n/a,"United States Air Force (157)",Kimball,"Site: 024 F.E. Warren AFB (Site 224)",n/a,n/a,n/a,"Project 25",RM,TRS
138.737500,0.00000,n/a,"United States Air Force (157)",Banner,"Site: 021 F.E. Warren AFB (Site C)",n/a,n/a,n/a,"Project 25",RM,TRS
139.187500,0.00000,n/a,"United States Air Force (157)",Banner,"Site: 021 F.E. Warren AFB (Site C)",n/a,n/a,n/a,"Project 25",RM,TRS
145.115000,144.51500,WB0QQK,Repeaters,Sarpy,Bellevue,WB0QQK,"179.9 PL","179.9 PL",FM,RM,Ham
145.130000,144.53000,W0WWV,Repeaters,Adams,Hastings,Hastings,"123.0 PL","123.0 PL",FM,RM,Ham
145.160000,144.56000,W0CUO,Repeaters,Hall,Alda,"W0CUO Alda",,"123.0 PL",FM,RM,Ham
145.235000,144.63500,W0JJK,Repeaters,Sarpy,Papillion,"W0JJK Papillion","131.8 PL","131.8 PL",FM,RM,Ham
145.265000,144.66500,KD0PGV,Repeaters,Douglas,"Valley - FM",KDOPGV-Analg,"100.0 PL",CSQ,FM,RM,Ham
145.265000,144.66500,KD0PGV,Repeaters,Douglas,"Valley - YSF",KD0PGV-Fusn,,,YSF,RM,Ham
145.310000,144.71000,K0ASH,Repeaters,Saunders,"Ashland - ARES/Skywarn",K0ASH,CSQ,CSQ,FM,RM,Ham
145.355000,144.75500,W0MEG,"Dakota County ARC",Dakota,"South Sioux City (C4FM Digital LEC)","SSC C4FM LEC",,,FM,RM,Ham
145.370000,144.77000,N0QFQ,Repeaters,Douglas,,N0OFQ,,,FM,RM,Ham
145.415000,144.81500,W0CUO,Repeaters,Hall,"Grand Island Heartland Events Center","W0CUO GI","123.0 PL","123.0 PL",FM,RM,Ham
145.430000,144.83000,N0YUV,Repeaters,Dodge,Winslow,N0YUV,CSQ,"131.8 PL",FM,RM,Ham
145.450000,144.85000,K0BOY,Repeaters,Sarpy,"Bellevue VHF",K0BOY,"131.8 PL","131.8 PL",FM,RM,Ham
145.475000,144.87500,WB0VQM,Repeaters,"Scotts Bluff","Scottsbluff - Regional West Medical Center",WB0VQM,CSQ,CSQ,FM,RM,Ham
145.620000,0.00000,W0FLO,Repeaters,Dawes,"Chadron - IRLP Node 3936","Chadron IRLP3936","100.0 PL","100.0 PL",FM,RM,Ham
146.625000,146.02500,W0KY,Repeaters,Buffalo,Kearney,W0KY,"123.0 PL","123.0 PL",FM,RM,Ham
146.640000,146.04000,KA0S,"Polk County",Polk,,KA0S,"123.0 PL","123.0 PL",FM,RM,Ham
146.655000,146.05500,KD0PBV,Repeaters,Hall,"Grand Island","KD0PBV GI",,CSQ,D-STAR,RM,Ham
146.670000,146.07000,WN0L,Repeaters,Dodge,"Fremont - Eastern Nebraska Dodge County ARES",WN0L,,,FM,RM,Ham
146.670000,146.07000,N0UVP,Repeaters,Sheridan,"Gordon Repeater","Gordon Rpt",CSQ,CSQ,FM,RM,Ham
146.670000,146.07000,,Repeaters,Dawes,"Hay Springs Repeater (Backup to 147.360)","Hay Springs Rptr",,,FM,RM,Ham
146.715000,146.11500,KC0TYZ,Repeaters,Sarpy,Papillion,"KC0TYZ Papillion","293 NAC","293 NAC",P25,RM,Ham
146.715000,146.11500,N0NEB,Repeaters,"Box Butte","Alliance - Box Butte General Hospital",N0NEB,"103.5 PL","103.5 PL",FM,RM,Ham
146.730000,146.13000,W0OFK,Repeaters,Madison,Norfolk,W0OFK,"131.8 PL","131.8 PL",FM,RM,Ham
