Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
62,03e,"Trp E Car 4","D","Car-to-Car 4","Law Tac","Missouri Highway Patrol - Troop E (Poplar Bluff)"
63,03f,"Trp E Marine","D","Water Patrol","Law Tac","Missouri Highway Patrol - Troop E (Poplar Bluff)"
64,040,"Trp E Tac 1","D"," Tac 1","Law Tac","Missouri Highway Patrol - Troop E (Poplar Bluff)"
65,041,"Trp E Tac 2","D","Tac 2","Law Tac","Missouri Highway Patrol - Troop E (Poplar Bluff)"
66,042,"Trp E Tac 3","D","Tac 3","Law Tac","Missouri Highway Patrol - Troop E (Poplar Bluff)"
67,043,"Trp E SWAT","D","SWAT","Law Tac","Missouri Highway Patrol - Troop E (Poplar Bluff)"
68,044,"Trp E Crash","D","Crash Investigation","Law Tac","Missouri Highway Patrol - Troop E (Poplar Bluff)"
69,045,"Trp E Travel","D","Travel","Law Tac","Missouri Highway Patrol - Troop E (Poplar Bluff)"
84,054,"Troop E SOPS 1","D","Special Operations 1","Law Tac","Missouri Highway Patrol - Troop E (Poplar Bluff)"
86,056,"Troop E SOPS 2","D","Special Operations 2","Law Tac","Missouri Highway Patrol - Troop E (Poplar Bluff)"
88,058,"Troop E OCAT 1","D","Operations","Law Tac","Missouri Highway Patrol - Troop E (Poplar Bluff)"
90,05a,"Troop E OCAT 2","D","Operations","Law Tac","Missouri Highway Patrol - Troop E (Poplar Bluff)"
101,065,"Trp G Admin","D","Admin","Law Tac","Missouri Highway Patrol - Troop G (Willow Springs)"
102,066,"Trp G CVE","D","Commercial Vehicle Enforcement","Law Tac","Missouri Highway Patrol - Troop G (Willow Springs)"
103,067,"Trp G Aviation","D","Aviation","Law Tac","Missouri Highway Patrol - Troop G (Willow Springs)"
104,068,"Trp G DDCC","D","DDCC","Law Tac","Missouri Highway Patrol - Troop G (Willow Springs)"
105,069,"Trp G Dispatch 1","De","Dispatch 1 [G-1]","Law Dispatch","Missouri Highway Patrol - Troop G (Willow Springs)"
106,06a,"Trp G Car 1","D","Car-to-Car 1 ","Law Tac","Missouri Highway Patrol - Troop G (Willow Springs)"
107,06b,"Trp G Dispatch 2","D","Dispatch 2 [G-2]","Law Dispatch","Missouri Highway Patrol - Troop G (Willow Springs)"
108,06c,"Trp G Car 2","D","Car-to-Car 2","Law Tac","Missouri Highway Patrol - Troop G (Willow Springs)"
109,06d,"Trp G Dispatch 3","D","Dispatch 3 [G-3]","Law Dispatch","Missouri Highway Patrol - Troop G (Willow Springs)"
110,06e,"Trp G Car 3","D","Car-to-Car 3","Law Tac","Missouri Highway Patrol - Troop G (Willow Springs)"
111,06f,"Trp G Marine","D","Marine","Law Tac","Missouri Highway Patrol - Troop G (Willow Springs)"
112,070,"Trp G Tac 1","D","Tac 1","Law Tac","Missouri Highway Patrol - Troop G (Willow Springs)"
113,071,"Trp G Tac 2","D","Tac 2","Law Tac","Missouri Highway Patrol - Troop G (Willow Springs)"
114,072,"Trp G Tac 3","D","Tac 3","Law Tac","Missouri Highway Patrol - Troop G (Willow Springs)"
115,073,"Trp G SWAT","D","SWAT","Law Tac","Missouri Highway Patrol - Troop G (Willow Springs)"
151,097,"Trp I Admin","D","Admin","Law Tac","Missouri Highway Patrol - Troop I (Rolla)"
152,098,"Trp I CVE","D","Commercial Vehicle Enforcement","Law Tac","Missouri Highway Patrol - Troop I (Rolla)"
153,099,"Trp I Aviatn","D","Aviation","Law Tac","Missouri Highway Patrol - Troop I (Rolla)"
154,09a,"Trp I DDCC","D","Division of Drug and Crime Control (DDCC)","Law Tac","Missouri Highway Patrol - Troop I (Rolla)"
155,09b,"Trp I Dispatch 1","D","Dispatch 1 [I-1]","Law Dispatch","Missouri Highway Patrol - Troop I (Rolla)"
156,09c,"Trp I Car 1","D","Car-to-Car 1","Law Tac","Missouri Highway Patrol - Troop I (Rolla)"
157,09d,"Trp I Dispatch 2","D","Dispatch 2 [I-2]","Law Dispatch","Missouri Highway Patrol - Troop I (Rolla)"
158,09e,"Trp I Car 2","D","Car-to-Car 2","Law Tac","Missouri Highway Patrol - Troop I (Rolla)"
159,09f,"Trp I Dispatch 3","D","Dispatch 3 ","Law Dispatch","Missouri Highway Patrol - Troop I (Rolla)"
160,0a0,"Trp I Car 3","D","Car-to-Car 3","Law Tac","Missouri Highway Patrol - Troop I (Rolla)"
161,0a1,"Trp I Marine","D","Marine","Law Tac","Missouri Highway Patrol - Troop I (Rolla)"
162,0a2,"Trp I Tac 1","D","Tac 1","Law Tac","Missouri Highway Patrol - Troop I (Rolla)"
163,0a3,"Trp I Tac 2","D","Tac 2","Law Tac","Missouri Highway Patrol - Troop I (Rolla)"
164,0a4,"Trp I Tac 3","D","Tac 3","Law Tac","Missouri Highway Patrol - Troop I (Rolla)"
165,0a5,"Trp I SWAT","D","SWAT","Law Tac","Missouri Highway Patrol - Troop I (Rolla)"
166,0a6,"Trp I Travel","D","Travel","Law Tac","Missouri Highway Patrol - Troop I (Rolla)"
701,2bd,"FireSafety Reg C","D","Fire Safety-Region C","Fire-Talk","State Fire Marshal"
702,2be,"FireSafety Reg E","D","Fire Safety-Region E","Fire-Talk","State Fire Marshal"
703,2bf,"FireSafety Reg G","D","Fire Safety-Region G","Fire-Talk","State Fire Marshal"
704,2c0,"FireSafety Reg I","D","Fire Safety-Region I","Fire-Talk","State Fire Marshal"
801,321,"DNR EER SW","D","Environmental Emergency Response: Southwest","Law Tac","Missouri Department of Natural Resources"
802,322,"DNR EER Rt66","D","Environmental Emergency Response: Route 66 State Park?","Law Tac","Missouri Department of Natural Resources"
901,385,"DNR SPR SE","D","Park Rangers: Southwest","Law Tac","Missouri Department of Natural Resources"
902,386,"DNR SPR Reg","D","Park Rangers: Regional ? [REG]","Law Tac","Missouri Department of Natural Resources"
903,387,"DNR SPR Evt3","D","Park Rangers: Event 3","Law Tac","Missouri Department of Natural Resources"
904,388,"DNR SPR Evt4","D","Park Rangers: Event 4","Law Tac","Missouri Department of Natural Resources"
905,389,"DNR SPR Admn","D","Park Rangers: Admin","Law Tac","Missouri Department of Natural Resources"
1403,57b,"MODOC 1403","D","Corrections (TCSTL?)","Corrections","Missouri Department of Corrections (MODOC)"
1404,57c,"MODOC 1404","D","Corrections","Corrections","Missouri Department of Corrections (MODOC)"
2451,993,"SEMO Mntl Health","D","Southeast Missouri Mental Health Center {Farmington, MO)","Public Works","Missouri Department of Health and Senior Services (DHSS)"
3001,bb9,"MoDRS Common","D","Common (Missouri Disaster Response System)","Emergency Ops","Miscellaneous"
3002,bba,"MoDRS Travel","D","Travel (Missouri Disaster Response System)","Emergency Ops","Miscellaneous"
3003,bbb,"MoDRS Tactical 1","D","Tactical 1 (Missouri Disaster Response System)","Emergency Ops","Miscellaneous"
3064,bf8," MNG HRF 1","D","Homeland Response Force 1 (HRF)","Military","Missouri National Guard "
3091,c13,"DNR Parks 3091","D","Park Rangers: Lakes Region (Southwest)","Law Tac","Missouri Department of Natural Resources"
3101,c1d,"NPS OSNR","De","NPS Ozark Scenic National Riverway (S MO, disp StL-Arrowhead)","Federal","Federal Government "
3102,c1e,"NPS Radio Techs","D","NPS Radio Technicians","Federal","Federal Government "
3336,d08,"DEA CapeGir 1","DE","Cape Girardeau 1 (DEA CG 1)","Law Tac","Federal Drug Enforcement Agency (DEA)"
3337,d09,"DEA CapeGir 2","DE","Cape Girardeau 2 (DEA CG 2)","Law Tac","Federal Drug Enforcement Agency (DEA)"
3338,d0a,"DEA CapeGir 3","DE","Cape Girardeau 3 (DEA CG 3)","Law Tac","Federal Drug Enforcement Agency (DEA)"
3351,d17,"FBI St Louis 1","DE","FBI STL 1","Law Tac","Federal Government - St Louis"
3352,d18,"FBI St Louis 2","DE","FBI STL 2","Law Tac","Federal Government - St Louis"
3353,d19,"FBI St Louis 3","DE","FBI STL 3","Law Tac","Federal Government - St Louis"
3354,d1a,"FBI St Louis 4","DE","FBI STL 4","Law Tac","Federal Government - St Louis"
3355,d1b,"FBI St Louis 5","DE","FBI STL 5","Law Tac","Federal Government - St Louis"
3356,d1c,"FBI Statewide 3","DE","Statewide 4 (FBI STATE 3)","Law Tac","Federal Bureau of Investigations (FBI)"
3357,d1d,"FBI Statewide 4","DE","Statewide 2 (FBI STATE 4)","Law Tac","Federal Bureau of Investigations (FBI)"
3358,d1e,"FBI Statewide 5","DE","Statewide 3 (FBI STATE 5)","Law Tac","Federal Bureau of Investigations (FBI)"
3368,d28,"DEA OCDETF 1","DE","Ops 1","Law Tac","Federal Drug Enforcement Agency (DEA)"
3369,d29,"DEA OCDETF 2","DE","Ops 2","Law Tac","Federal Drug Enforcement Agency (DEA)"
3371,d2b,"FBI SEMO 1","DE","Southeast MO-Ops 1","Law Tac","Federal Bureau of Investigations (FBI)"
3372,d2c,"FBI SEMO 2","DE","Southeast MO-Ops 2","Law Tac","Federal Bureau of Investigations (FBI)"
3373,d2d,"FBI SEMO 3","DE","Southeast MO-Ops 3","Law Tac","Federal Bureau of Investigations (FBI)"
3376,d30,"VCTF Tac-1","DE","Task Force Tac-1","Law Tac","Federal Bureau of Investigations (FBI)"
3377,d31,"VCTF Tac-2","DE","Task Force Tac-2","Law Tac","Federal Bureau of Investigations (FBI)"
3378,d32,"STL StolenCar TF","D","St Louis area stolen car Task Force","Law Tac","Miscellaneous"
3401,d49,"Sikes PoliceOps1","DE","Sikeston Police: Operations","Law Tac","Scott County / Sikeston"
3402,d4a,"Sikes PoliceDisp","D","Sikeston Police: Dispatch","Law Dispatch","Scott County / Sikeston"
3403,d4b,"Sikes Police c2c","D","Sikeston Police: Car-to-Car","Law Talk","Scott County / Sikeston"
3404,d4c,"Sikeston Fire","D","Sikeston Fire: Dispatch","Fire Dispatch","Scott County / Sikeston"
3406,d4e,"Sikes DPS Tac-1","DE","Sikeston Dept of Public Safety: Tac-1","Law Tac","Scott County / Sikeston"
3407,d4f,"Sikes DPS Tac-2","DE","Sikeston Dept of Public Safety: Tac-2 ","Law Tac","Scott County / Sikeston"
3408,d50,"Sikes DPS Tac-3","DE","Sikeston Dept of Public Safety: Tac-3 ","Law Tac","Scott County / Sikeston"
3409,d51,"Sikes DPS Tac-4","DE","Sikeston Dept of Public Safety: Tac-4","Law Tac","Scott County / Sikeston"
3410,d52,"Sikes DPS Tac-5","DE","Sikeston Dept of Public Safety: Tac-5","Law Tac","Scott County / Sikeston"
3412,d54,"S Scott Co EMS","D","South Scott County EMS: Dispatch (Sikeston DPS)","EMS Dispatch","Scott County / Sikeston"
3414,d56,"Scott Co EMS Ops","D","Scott County EMS: Operations","EMS-Tac","Scott County / Sikeston"
3415,d57,"Sikeston Schools","D","Sikeston Schools (Analog Patch)","Schools","Scott County / Sikeston"
3485,d9d,"Bootheel DTF 1","D","Bootheel Drug Task Force 1","Law Tac","Miscellaneous"
3486,d9e,"Bootheel DTF 2","DE","Bootheel Drug Task Force 2","Law Tac","Miscellaneous"
3487,d9f,"SEMO DTF 1","DE","SE Mo Drug Task Force 1 (Cape)","Law Tac","Miscellaneous"
3488,da0,"SEMO DTF 1","D","SE Mo Drug Task Force 2","Law Tac","Miscellaneous"
3489,da1,"SEMO DTF 3","D","SE Mo Drug Task Force 3","Law Tac","Miscellaneous"
3490,da2,"SEMO DTF 4","D","SE Mo Drug Task Force 4","Law Tac","Miscellaneous"
3491,da3,"SEMO DTF 5","D","SE Mo Drug Task Force 5","Law Tac","Miscellaneous"
3511,db7,"Reg-C IO 1","D","Interop 1","Interop","Region C - Interoperability "
3512,db8,"Reg-C IO 2","D","Interop 2","Interop","Region C - Interoperability "
3513,db9,"Reg-C IO 3","D","Interop 3","Interop","Region C - Interoperability "
3514,dba,"Reg-C IO 4","D","Interop 4","Interop","Region C - Interoperability "
3515,dbb,"Reg-C IO Call","D","Interop Calling","Interop","Region C - Interoperability "
3521,dc1,"Reg-E IO 1","D","Interop 1","Interop","Region E - Interoperability  "
3522,dc2,"Reg-E IO 2","D","Interop 2","Interop","Region E - Interoperability  "
3523,dc3,"Reg-E IO 3","D","Interop 3","Interop","Region E - Interoperability  "
3524,dc4,"Reg-E IO 4","D","Interop 4","Interop","Region E - Interoperability  "
3525,dc5,"Reg-E IO Call","D","Interop Calling","Interop","Region E - Interoperability  "
3531,dcb,"Reg-G IO 1","D","Interop 1","Interop","Region G - Interoperability "
3532,dcc,"Reg-G IO 2","D","Interop 2","Interop","Region G - Interoperability "
3533,dcd,"Reg-G IO 3","D","Interop 3","Interop","Region G - Interoperability "
3534,dce,"Reg-G IO 4","D","Interop 4","Interop","Region G - Interoperability "
3535,dcf,"Reg-G IO Call","D","Interop Calling","Interop","Region G - Interoperability "
3541,dd5,"Reg-I IO 1","D","Interop 1","Interop","Region I - Interoperability "
3542,dd6,"Reg-I IO 2","D","Interop 2","Interop","Region I - Interoperability "
3543,dd7,"Reg-I IO 3","D","Interop 3","Interop","Region I - Interoperability "
3544,dd8,"Reg-I IO 4","D","Interop 4","Interop","Region I - Interoperability "
3545,dd9,"Reg-I IO Call","D","Interop Calling","Interop","Region I - Interoperability "
3546,dda,"Reg-I IO 3546","D","Interop (Troop E)","Interop","Region I - Interoperability "
3561,de9,"Reg-C Event 1","D","Event 1","Interop","Region C - Interoperability "
3562,dea,"Reg-C Event2","D","Event 2","Interop","Region C - Interoperability "
3563,deb,"Reg-C Event3","D","Event 3","Interop","Region C - Interoperability "
3564,dec,"Reg-C Event4","D","Event 4","Interop","Region C - Interoperability "
3565,ded,"Reg-C Event5","D","Event 5","Interop","Region C - Interoperability "
3571,df3,"Reg-E Event 1","D","Event 1","Interop","Region E - Interoperability  "
3572,df4,"Reg-E Event 2","D","Event 2","Interop","Region E - Interoperability  "
3573,df5,"Reg-E Event 3","D","Event 3","Interop","Region E - Interoperability  "
3574,df6,"Reg-E Event 4","D","Event 4","Interop","Region E - Interoperability  "
3575,df7,"Reg-E Event 5","D","Event 5","Interop","Region E - Interoperability  "
3581,dfd,"Reg-G Event 1","D","Event 1","Interop","Region G - Interoperability "
3582,dfe,"Reg-G Event 2","D","Event 2","Interop","Region G - Interoperability "
3583,dff,"Reg-G Event 3","D","Event 3","Interop","Region G - Interoperability "
3584,e00,"Reg-G Event 4","D","Event 4","Interop","Region G - Interoperability "
3585,e01,"Reg-G Event 5","D","Event 5","Interop","Region G - Interoperability "
3591,e07,"Reg-I Event 1","D","Event 1","Interop","Region I - Interoperability "
3592,e08,"Reg-I Event 2","D","Event  2","Interop","Region I - Interoperability "
3593,e09,"Reg-I Event 3","D","Event 3","Interop","Region I - Interoperability "
3594,e0a,"Reg-I Event 4","D","Event 4","Interop","Region I - Interoperability "
3595,e0b,"Reg-I Event 5","D","Event 5","Interop","Region I - Interoperability "
3618,e22,"Reg-C Fire 1","D","Fire 1","Fire-Talk","Region C - Interoperability "
3619,e23,"Reg-C Fire 2","D","Fire 2","Fire-Talk","Region C - Interoperability "
3620,e24,"Reg-C Fire 3","D","Fire 3","Fire-Talk","Region C - Interoperability "
3621,e25,"Reg-C Law 1","D","Law 1","Law Tac","Region C - Interoperability "
3622,e26,"Reg-C Law 2","D","Law 2","Law Tac","Region C - Interoperability "
3623,e27,"Reg-C Law 3","D","Law 3","Law Tac","Region C - Interoperability "
3624,e28,"Reg-C EMS 1","D","EMS 1","EMS-Talk","Region C - Interoperability "
3625,e29,"Reg-C EMS  2","D","EMS 2","EMS-Talk","Region C - Interoperability "
3626,e2a,"Reg-C EMD 1","D","EMD 1","Emergency Ops","Region C - Interoperability "
3627,e2b,"Reg-C SWAT 1","D","SWAT 1","Law Talk","Region C - Interoperability "
3628,e2c,"Reg-C SWAT 2","D","SWAT 2","Law Talk","Region C - Interoperability "
3640,e38,"Reg-E Fire 1","D","Fire 1","Fire-Talk","Region E - Interoperability  "
3641,e39,"Reg-E Fire 2","D","Fire 2","Fire-Talk","Region E - Interoperability  "
3642,e3a,"Reg-E Fire 3","D","Fire 3","Fire-Talk","Region E - Interoperability  "
3643,e3b,"Reg-E Law 1","D","Law 1","Law Tac","Region E - Interoperability  "
3644,e3c,"Reg-E Law 2","D","Law 2","Law Tac","Region E - Interoperability  "
3645,e3d,"Reg-E Law 3","D","Law 3","Law Tac","Region E - Interoperability  "
3646,e3e,"Reg-E EMS 1","D","EMS 1","EMS-Talk","Region E - Interoperability  "
3647,e3f,"Reg-E EMS 2","D","EMS 2","EMS-Talk","Region E - Interoperability  "
3648,e40,"Reg-E EMD 1","D","EMD 1","Emergency Ops","Region E - Interoperability  "
3649,e41,"Reg-E SWAT 1","D","SWAT 1","Law Talk","Region E - Interoperability  "
3650,e42,"Reg-E SWAT 2","D","SWAT 2","Law Talk","Region E - Interoperability  "
3662,e4e,"Reg-G Fire 1","D","Fire 1","Fire-Talk","Region G - Interoperability "
3663,e4f,"Reg-G Fire 2","D","Fire 2","Fire-Talk","Region G - Interoperability "
3664,e50,"Reg-G Fire 3","D","Fire 3","Fire-Talk","Region G - Interoperability "
3665,e51,"Reg-G Law 1","D","Law 1","Law Tac","Region G - Interoperability "
3666,e52,"Reg-G Law 2","D","Law 2","Law Tac","Region G - Interoperability "
3667,e53,"Reg-G Law 3","D","Law 3","Law Tac","Region G - Interoperability "
3668,e54,"Reg-G EMS 1","D","EMS 1","EMS-Talk","Region G - Interoperability "
3669,e55,"Reg-G EMS 2","D","EMS 2","EMS-Talk","Region G - Interoperability "
3670,e56,"Reg-G EMD 1","D","EMD 1","EMS-Talk","Region G - Interoperability "
3671,e57,"Reg-G SWAT 1","D","SWAT 1","Law Talk","Region G - Interoperability "
3672,e58,"Reg-G SWAT 2","D","SWAT 2","Law Talk","Region G - Interoperability "
3684,e64,"Reg-I Fire 1","D","Fire 1","Fire-Talk","Region I - Interoperability "
3685,e65,"Reg-I Fire 2","D","Fire 2","Fire-Talk","Region I - Interoperability "
3686,e66,"Reg-I Fire 3","D","Fire 3","Fire-Talk","Region I - Interoperability "
3687,e67,"Reg-I Law 1","D","Law 1","Law Tac","Region I - Interoperability "
3688,e68,"Reg-I Law 2","D","Law 2","Law Tac","Region I - Interoperability "
3689,e69,"Reg-I Law 3","D","Law 3","Law Tac","Region I - Interoperability "
3690,e6a,"Reg-I EMS 1","D","EMS 1","EMS-Talk","Region I - Interoperability "
3691,e6b,"Reg-I EMS 2","D","EMS 2","EMS-Talk","Region I - Interoperability "
3692,e6c,"Reg-I EMD 1","D","EMD 1","Emergency Ops","Region I - Interoperability "
3693,e6d,"Reg-I SWAT 1","D","SWAT 1","Law Talk","Region I - Interoperability "
3694,e6e,"Reg-I SWAT 2","D","SWAT 2","Law Talk","Region I - Interoperability "
3955,f73,"MoHospAssn1","D","Mo Hospital Association "Incident Command"","Ham","Interoperability - Statewide"
3956,f74,"MoHospAssn2","D","Missouri Hospital Association 2","Hospital","Interoperability - Statewide"
3981,f8d,"MercyEMS Perry","D","Mercy EMS: Dispatch (Perry County)","EMS Dispatch","Perry County"
4001,fa1,"Bollinger All","D","All","Multi-Dispatch","Bollinger County"
4002,fa2,"Boll Travel","D","Travel","Multi-Dispatch","Bollinger County"
4003,fa3,"Boll Sheriff","D","Sheriff","Law Dispatch","Bollinger County"
4101,1005,"Butler All","D","All","Multi-Dispatch","Butler County "
4102,1006,"Butler Travel","D","Travel","Multi-Dispatch","Butler County "
4103,1007,"Butler Sheriff","D","Sheriff: Dispatch","Law Dispatch","Butler County "
4106,100a,"Butler Shrf Tac1","D","Sheriff: Tac 1","Law Tac","Butler County "
4201,1069,"CapeCo All Call","D","All","Multi-Dispatch","Cape Girardeau County"
4202,106a,"CapeCo Travel","D","Travel","Multi-Dispatch","Cape Girardeau County"
4203,106b,"CGCi Police Main","D","Cape Girardeau Police: Main (City)","Law Dispatch","Cape Girardeau County"
4205,106d,"CGCi Police Car","DE","Cape Girardeau Police: Car to Car","Law Tac","Cape Girardeau County"
4206,106e,"CGCi PoliceEvent","D","Cape Girardeau Police: Events","Law Talk","Cape Girardeau County"
4210,1072,"CGCi Fire Main","D","Cape Girardeau Fire: Main (City)","Fire Dispatch","Cape Girardeau County"
4211,1073,"CGCi Fire Tac 1","D","Cape Girardeau Fire: Tac 1","Fire-Tac","Cape Girardeau County"
4213,1075,"CGCi Fire Tac 2","D","Cape Girardeau Fire: Tac 2","Fire-Tac","Cape Girardeau County"
4215,1077,"CGCi Fire Tac 3","DE","Cape Girardeau Fire: Tac 3 ","Fire-Tac","Cape Girardeau County"
4218,107a,"CGCi Fire 4218","D","Cape Girardeau Fire: Ops (River Rescue)","Fire-Tac","Cape Girardeau County"
4229,1085,"Jackson Police","D","Jackson Police: Dispatch","Law Dispatch","Cape Girardeau County"
4235,108b,"Jackson Fire","D","Jackson Fire: Dispatch","Fire Dispatch","Cape Girardeau County"
4237,108d,"CapeG Shf/JksnPD","D","Sheriff: Dispatch","Law Dispatch","Cape Girardeau County"
4240,1090,"CapeG Law Info","D","Law Info","Law Talk","Cape Girardeau County"
4241,1091,"CapeG Jail Ops","D","Sheriff Jail: Ops","Corrections","Cape Girardeau County"
4242,1092,"Cape Fire Rural","D","Fire: Paging Only - All Rural Districts [Fire Disp 2]","Fire Dispatch","Cape Girardeau County"
4244,1094,"SEMO Police","D","Southeast Missouri State University Police: Dispatch","Law Dispatch","Cape Girardeau County"
4248,1098,"Cape EMS InterOp","D","EMS: Interop (w/ Cape Private EMS)","EMS Dispatch","Cape Girardeau County"
4249,1099,"CapeGir FireDisp","D","Fire: Dispatch (En route) [Fire Disp 1]","Fire Dispatch","Cape Girardeau County"
4301,10cd,"Carter All","D","All ","Multi-Dispatch","Carter County"
4302,10ce,"Carter Travel","D","Travel","Multi-Dispatch","Carter County"
4303,10cf,"Carter Sheriff","D","Sheriff: Dispatch (w/ Van Buren Police)","Law Dispatch","Carter County"
4304,10d0,"Carter Shrf Tac","DE","Sheriff: Tac","Law Tac","Carter County"
4315,10db,"Carter EMS","De","Dispatch","EMS Dispatch","Carter County"
4401,1131,"Crawford All","D","All","Multi-Dispatch","Crawford County "
4402,1132,"Crawford Travel","D","Travel / Cencom Dispatch","Multi-Dispatch","Crawford County "
4403,1133,"Sullivan FireTac","D","Sullivan Fire: Tac","Fire-Tac","Crawford County "
4501,1195,"Dent All","D","All","Multi-Dispatch","Dent County "
4502,1196,"Dent Travel","D","Travel","Multi-Dispatch","Dent County "
4503,1197,"Dent Sheriff","D","Sheriff: Dispatch","Law Dispatch","Dent County "
4601,11f9,"Douglas All","D","All","Multi-Dispatch","Douglas County"
4602,11fa,"Douglas Travel","D","Travel","Multi-Dispatch","Douglas County"
4701,125d,"Dunklin All","D","All","Multi-Dispatch","Dunklin County"
4702,125e,"Dunklin Travel","D","Travel","Multi-Dispatch","Dunklin County"
4703,125f,"Dunklin Sheriff","D","Sheriff: Dispatch","Law Dispatch","Dunklin County"
4704,1260,"Dunklin Shrf Ops","D","Operations","Law Tac","Dunklin County"
4705,1261,"Dunklin Shrf C2C","D","Cat to Car","Law Tac","Dunklin County"
4706,1262,"Dunklin Shrf Tac","DE","Sheriff: Tactical","Law Tac","Dunklin County"
4707,1263,"Dunkl SO Rur N","D","Rural North Dispatch","Law Dispatch","Dunklin County"
4711,1267,"Dunkl SO Rur S","D","Rural South Dispatch","Law Dispatch","Dunklin County"
4720,1270,"Kennett Police","D","Kennett Police: Dispatch","Law Dispatch","Dunklin County"
4721,1271,"Kennett PD Ops","D","Operations","Law Tac","Dunklin County"
