"Frequency Output","Frequency Input","FCC Callsign",Agency/Category,County,Description,"Alpha Tag","PL Output Tone","PL Input Tone",Mode,"Class Station Code",Tag
35.740000,0.00000,WPBT510,"Businesses, Media, Attractions and Recreation Construction",Statewide,"Issacsons Concrete [Expired 3/23]",IssacsonsCon,"103.5 PL",,FM,BM,Business
35.860000,0.00000,KSF724,"Businesses Manufacturing / Industrial",Statewide,"Reese Construction Company (Dupo) [Expired 1/09]","Reese Constrctn","123.0 PL",,FMN,BM,Business
35.920000,0.00000,WPGG338,"Taxis / Transportation Taxi Cabs - Miscellanous",Statewide,"Niles Flash Cab Association [Ch ?] (Niles) [Expired 1/25]","NilesFlash ?",,,FM,BM,Transportation
35.920000,0.00000,WQFB707,"Businesses, Attractions and Recreation Miscellaneous",Statewide,"Community Ready Mix (Jacksonville) [Expired 3/16]","Cmty Ready Mix","110.9 PL",,FM,BM,Business
37.020000,0.00000,KNAG223,"Illinois Department of Corrections (IDOC) Statewide",Statewide,"Mobiles (to 37.16 / 37.22)","IDOC Mobiles","110.9 PL",,FM,M,Corrections
37.160000,0.00000,KNAG223,"Illinois Department of Corrections (IDOC) Statewide",Statewide,"North Base F2","IDOC North B","110.9 PL",,FM,BM,Corrections
37.160000,0.00000,KNAG223,"Illinois Department of Corrections (IDOC) Statewide",Statewide,"Statewide [LF-2]","IDOC S/W LF-2","136.5 PL",,FM,BM,Corrections
37.220000,0.00000,,"Illinois Department of Corrections (IDOC) Statewide",Statewide,"South Base F2 [Multiple Licenses]","IDOC South B","110.9 PL",,FM,B,Corrections
37.260000,0.00000,WQKH435,"Emergency Management / SKYWARN",Monroe,"EMA: Operations","Monroe EMA1",,,FM,BM,"Emergency Ops"
37.260000,0.00000,WQTN692,Lindenhurst,Lake,"Public Works SCADA [Expired 3/24]","Lind PW SCADA",CSQ,,FM,BM,"Public Works"
37.280000,0.00000,KNAG223,"Illinois Department of Corrections (IDOC) Statewide",Statewide,Car-to-Car,"IDOC Car2Car","110.9 PL",,FM,M,Corrections
37.340000,0.00000,KNAG223,"Illinois Department of Corrections (IDOC) Statewide",Statewide,"Juvenile Services (Mobiles) F2 (to 37.16 / 37.22)","IDOC Juven M","110.9 PL",,FM,M,Corrections
37.360000,0.00000,KNAG223,"Illinois Department of Corrections (IDOC) Statewide",Statewide,"Statewide [F1]","IDOC S/W 1","110.9 PL",,FM,BM,Corrections
37.360000,0.00000,KNAG223,"Illinois Department of Corrections (IDOC) Statewide",Statewide,"Statewide [LF-1]","IDOC S/W LF-1","136.5 PL",,FM,BM,Corrections
37.420000,0.00000,KNAG223,"Illinois Department of Corrections (IDOC) Statewide",Statewide,"Adult Services (Mobiles) F2 (to 37.16 / 37.22)","IDOC Adult M","110.9 PL",,FM,M,Corrections
37.900000,0.00000,,Government,Ford,"Highway Department - Old","Ford Highway LB","141.3 PL",,FM,BM,"Public Works"
37.940000,0.00000,KNIW808,"DuPage County Office of Homeland Security and Emergency Management (OHSEM)",DuPage,"DuPage County Emergency Radio Network (DCERN)","DuP DCERN","136.5 PL",,FMe,BM,"Emergency Ops"
38.450000,0.00000,,"Abraham Lincoln Capital Airport (SPI) Ground",Statewide,"V-1 Operations","ANGIL 38.45",,,FMN,BM,Military
39.180000,0.00000,WQY600,Vandalia,Fayette,"Water / Street","Vandalia PW",CSQ,,FM,BM,"Public Works"
39.180000,0.00000,WSI994,Sandwich,DeKalb,"Emergency Management [L1]","Sandwich EMA L1",CSQ,,FM,BM,"Emergency Ops"
39.400000,0.00000,,Yorkville,Kendall,"Police: Low-Band [No License]","Yrkvl Police LB","127.3 PL",,FM,BM,"Law Tac"
39.500000,0.00000,KSA358,Plano,Kendall,"Police: Lowband [Expires 5/21]","PlanoPolice LB","127.3 PL",,FM,BM,"Law Tac"
39.500000,0.00000,KSB256,"Carroll County",Carroll,"Sheriff: Low Band 1","Carr Shrf LB1",CSQ,,FM,BM,"Law Tac"
39.580000,0.00000,WQKH435,"Emergency Management / SKYWARN",Monroe,"EMA: Operations","Monroe EMA2",,,FM,M,"Emergency Ops"
39.660000,0.00000,KSB256,"Carroll County",Carroll,"Sheriff: Low Band 2","Carr Shrf LB2",CSQ,,FM,BM,"Law Tac"
39.820000,0.00000,KGT473,"Mt. Vernon",Jefferson,"Public Works [Expired 6/24]","MtV PublicWorks ",CSQ,,FM,BM,"Public Works"
39.820000,0.00000,WQU458,Government,Kendall,"ESDA: Old","Ken ESDA Old","127.3 PL",,FM,BM,"Emergency Ops"
39.900000,0.00000,WSI994,Sandwich,DeKalb,"Emergency Management [L2]","Sand Police Port",,,FM,BM,"Emergency Ops"
40.150000,0.00000,,"Airports Air National Guard - Ground",Statewide,Operations,"182nd 40.15",,,FM,M,Military
40.950000,0.00000,,"Abraham Lincoln Capital Airport (SPI) Ground",Statewide,Emergency,"ANGIL EMG",,,FMN,BM,Multi-Dispatch
41.925000,0.00000,,"IL National Guard Operations",Statewide,"Range Control - Primary","MTC Range 1",CSQ,,FM,BM,Military
43.040000,0.00000,WQEW445,"Businesses (Area/Statewide) Contractors",Statewide,"Kinney Contractors (Statewide Itinerant)",KinneyContr1,"107.2 PL",,FM,BM,Business
44.160000,0.00000,KDE937,"Businesses Miscellaneous",Statewide,"Mobile Aire Transport Service (Fairview Heights) [Expired 1/22]","Mobile Aire","151.4 PL",,FMN,BM,Business
44.540000,0.00000,WQDW399,"School Bus/Mass Transit Rail",Statewide,"Rail Heater Control","CTA Rail LB",,,FMN,BM,Transportation
45.160000,0.00000,,"Illinois Emergency Management Agency (IEMA-OHS) EMA Operations (Legacy)",Statewide,"IEMA Mobiles","IEMA Mobiles",,,FM,M,"Emergency Ops"
45.200000,0.00000,,"Townships and Water Districts",Kankakee,"Essex Township Road Maintenance","Essex Twp Roads",CSQ,,FMN,BM,"Public Works"
45.280000,0.00000,KNGV562,"Illinois Emergency Management Agency (IEMA-OHS) EMA Operations (Legacy)",Statewide,IEMA,"IEMA Tac1","103.5 PL",,FM,B,"Emergency Ops"
45.280000,0.00000,WSI994,Sandwich,DeKalb,"EMA: Alerting Receivers","Sand EMA Alerts","315 DPL",,FM,B,"Emergency Ops"
45.320000,0.00000,,Townships,McLean,"Allen Township Highway Department","Allen Twp Hwy",CSQ,,FM,BM,"Public Works"
45.340000,0.00000,WQCG812,Morris,Grundy,"Public Works","Morris PubWorks",,,FM,BM,"Public Works"
45.360000,0.00000,,"Townships and Water Districts",Will,"Lockport Township: Road Maintenance","Lckpt Twp Roads","67.0 PL",,FM,BM,"Public Works"
45.360000,0.00000,KG3348,"Illinois Emergency Management Agency (IEMA-OHS) EMA Operations (Legacy)",Statewide,"LESIRN - Local Emergency Service Intersystem Emergency Net","IEMA Tac2","103.5 PL",,FM,BM,"Emergency Ops"
45.360000,0.00000,WQV998,Mokena,Will,"Emergency Management Intersystem (with IEMA) [Expired 4/24]","Mokena EMA1",CSQ,,FM,B,"Emergency Ops"
45.360000,0.00000,WNQF709,"DuPage County Office of Homeland Security and Emergency Management (OHSEM)",DuPage,"IEMA Weather Net","DuP WxNet","103.5 PL",,FMN,B,"Emergency Ops"
45.400000,0.00000,KAV739,"DuPage County Office of Homeland Security and Emergency Management (OHSEM)",DuPage,"DuPage Medical Emergency Radio System (DMERS) [Expired 8/23]","DuP DMERS","107.2 PL",,FM,BM,"Emergency Ops"
45.400000,0.00000,,"Illinois Emergency Management Agency (IEMA-OHS) EMA Operations (Legacy)",Statewide,"EMA: Tac-3: Direction and Control (also 103.5?)","IEMA Tac3","210.7 PL",,FM,BM,"Emergency Ops"
45.440000,0.00000,WPES847,"DuPage County Office of Homeland Security and Emergency Management (OHSEM)",DuPage,"IEMA Tac-2","IEMA Tac-2","103.5 PL",,FM,BM,"Emergency Ops"
45.440000,0.00000,KG3348,"Illinois Emergency Management Agency (IEMA-OHS) EMA Operations (Legacy)",Statewide,"IEMA: Direction and Control (monitored 24/7 by office)","IEMA I-NET","103.5 PL",,FM,BM,"Emergency Ops"
45.480000,0.00000,KNCJ429,"Emergency Management / SKYWARN",Monroe,"EMA: Local","Monr EMA Loc",CSQ,,FM,BM,"Emergency Ops"
45.480000,0.00000,KNCS876,Towanda,McLean,ESDA,TowndaESDA,CSQ,,FM,BM,"Emergency Ops"
45.480000,0.00000,KZJ995,Government,Fayette,"Emergency Management: Local","FayCo EMA LB",CSQ,,FM,BM,"Emergency Ops"
45.520000,0.00000,KRU977,Jonesboro,Union,"ESDA ?","Jnsb 45.52",,,FM,BM,"Emergency Ops"
45.560000,0.00000,,"Champaign County EMA",Champaign,"ESDA: Local Net (210.7 PL State?)","Champ ESDA45 ","103.5 PL",,FM,BM,"Emergency Ops"
45.560000,0.00000,WNAL564,"Danville / Vermilion County Emergency Management Agency",Vermilion,"IEMA: Local Operations [Expired 8/24]","IEMA 45.56","210.7 PL",,FM,B,"Emergency Ops"
45.560000,0.00000,WPPZ464,"National Weather Service - Lincoln",Logan,"Lincoln National Weather Service [Expires 3/25]","EMA NWS Lnc","210.7 PL",,FM,B,"Emergency Ops"
45.560000,0.00000,KNEJ960,"Lake County",Lake,"ESDA [Expired 6/24]","Lake ESDA","127.3 PL",,FMN,BM,"Emergency Ops"
45.560000,0.00000,WQBD562,"Menard County",Menard,"ESDA/Rescue Squad","Mnrd ESDA LB",,,FMN,BM,"Emergency Ops"
45.560000,0.00000,,"Illinois Emergency Management Agency (IEMA-OHS) EMA Operations (Legacy)",Statewide,"National Weather Service/Spotter Network","IEMA LESERN","210.7 PL",,FM,BM,"Emergency Ops"
45.560000,0.00000,WNQF709,"DuPage County Office of Homeland Security and Emergency Management (OHSEM)",DuPage,"IEMA / LESERN","IEMA LESERN","103.5 PL",,FMN,B,"Emergency Ops"
45.580000,0.00000,,"EMS / MedEvac / Public Health LifeNet McHenry",Statewide,"McHenry County Flight-for-Life (old?)","F4L McHenry","103.5 PL",,FMN,BM,"EMS Dispatch"
45.580000,0.00000,,"Patient Reports",McHenry,"McHenry County Flight-for-Life [Deprecated?]","F4L McHenry","103.5 PL",,FM,BM,"EMS Dispatch"
45.600000,0.00000,KDT407,Flora,Clay,"Public Works","Flora PW LB",,,FM,BM,"Public Works"
45.600000,0.00000,KSH907,"County Government",Douglas,"Highway Department","Dgld Hwy/ESDA",,,FM,BM,"Public Works"
45.680000,0.00000,KCK298,Townships,DuPage,"Milton Township (Out of Service?) [Expired 8/21]","MiltonTwp Roads","156.7 PL",,FMN,BM,"Public Works"
45.720000,0.00000,KNCY892,Townships,Macon,"South Macon Township Road Maintenance [Expired 10/22]","S MaconTwp",,,FM,BM,"Public Works"
46.000000,0.00000,KNEN328,"School Districts",McHenry,"Special Education District of McHenry County: Operations [Expired 1/23]","McH SpedEd","162.2 PL",,FM,RM,Schools
46.040000,0.00000,KSE515,"Bud's Ambulance (Dolton)",Cook,"EMS: Daleys Ops [Old? Ch 1]","Buds EMS LF1","131.8 PL",,FM,BM,"EMS Dispatch"
46.300000,0.00000,WPEQ500,"Fulton County Emergency Medical Association (EMA)",Fulton,"EMS: Remote Link to 45x.x","Fult EMA *RF",,,FMN,F,EMS-Tac
46.580000,0.00000,WPCY401,"Wood Dale",DuPage,"Public Works","WdDl PubWrks","110.9 PL",,FMN,BM,"Public Works"
46.580000,0.00000,KBE969,Antioch,Lake,"Public Works","Antioch PubWorks","114.8 PL",,FM,BM,"Public Works"
47.000000,0.00000,,"Abraham Lincoln Capital Airport (SPI) Ground",Statewide,Operations,"ANGIL 47.0",,,FMN,BM,Military
47.000000,0.00000,,"Airports Air National Guard - Air",Statewide,"National Guard Ops","182nd ANG 47.0",CSQ,,AM,M,Military
47.225000,0.00000,N9IBS,Miscellaneous,Massac,"MAMA ARC (Metropolis)","MAMA ARC","123.0 PL","123.0 PL",FM,RM,Ham
47.420000,0.00000,WQIS388,"Red Cross",Will,"River Valley Operations","ARC RivValleyLB","146.2 PL",,FM,BM,"Emergency Ops"
47.500000,0.00000,KRC799,Government,Winnebago,"Disaster Operations [Expired 11/23]","Winb ESDA LB",CSQ,,FMN,BM,"Emergency Ops"
47.580000,0.00000,KNGQ696,"School Districts",McHenry,"CUSD 200: Operations (Woodstock) [Expired 3/23]","CUSD200 Ops","167.9 PL",,FM,BM,Schools
47.660000,0.00000,KSE515,"Bud's Ambulance (Dolton)",Cook,"EMS: Daleys Ops [Old? Ch 2]","Buds EMS LF2","131.8 PL",,FM,BM,EMS-Tac
47.780000,0.00000,WQEW611,"Utilities (Area Wide) Illinois Rural Electric Cooperative",Statewide,"Operations (Winchester, New Canton)","IREC Ops LB",,,FM,BM,Utilities
48.000000,0.00000,KGX921,"Utilities (Area Wide) Nicor (formerly Northern IL Gas Company) (Aurora)",Statewide,"Mobile Extenders (to... ???)","NIGC MobEx",,,FMN,M,Utilities
48.220000,0.00000,WPRS369,Evanston,Cook,"Water Department","Evanston Water",CSQ,,FM,M,Utilities
49.950000,0.00000,,"Scott Air Force Base (SAFB) Air",Statewide,"AR Operations","SAFB AR Ops",CSQ,,FM,BM,Aircraft
51.110000,52.81000,W9GN,6m,Cook,"W9GN UFDA Chicago","W9GN UFDA","107.2 PL",,FM,RM,Ham
52.370000,0.00000,,Miscellaneous,Wayne,"Countywide Alternate","52.37 CSQ",CSQ,"100.0 PL",FM,BM,Ham
52.525000,0.00000,,Miscellaneous,"Rock Island","Simplex (FM)","52.525 CSQ",CSQ,CSQ,FM,BM,Ham
53.230000,51.53000,K9HGX/R,Miscellaneous,Macon,Repeater,"K9HGX 52.23","103.5 PL","103.5 PL",FM,RM,Ham
72.220000,0.00000,KJC802,"Sheriff / 911 - CENCOM","De Witt","Fire/EMS: Remote Link - Weldon","DeWitt Fire RF1 ",,,FMN,F,"Fire Dispatch"
72.260000,0.00000,WRBL284,"Effingham (City)",Effingham,"Wireless Clock System (CSQ)","Eff PD Clocks",,,Telm,F,Data
72.340000,0.00000,WQWD972,"Hospitals / Healthcare BJC Memorial Hospital - Shiloh/East",Statewide,"GPS Clock System (CSQ Data)","PMHE GPS Data",,,Telm,F,Data
72.460000,0.00000,KJC802,"Sheriff / 911 - CENCOM","De Witt","Fire/EMS: Remote Link - Waynesville","DeWitt Fire RF2 ",,,FMN,F,"Fire Dispatch"
72.540000,0.00000,WCB454,Marion,Williamson,"Water Data","Marion WDD2",,,Telm,F,Data
72.640000,0.00000,KJC802,"Sheriff / 911 - CENCOM","De Witt","Fire/EMS: Remote Link - Farmer City","DeWitt Fire RF3 ",CSQ,,FMN,F,"Fire Dispatch"
72.680000,0.00000,WQMA796,"Hospitals / Healthcare Elmhurst Memorial Hospital (Endeavor Health)",Statewide,"Wireless Clock System (Elmhurst Campus) [Expired 6/20]","EMH Clock",,,FM,B,Data
72.780000,0.00000,WPKF669,Pecatonica,Winnebago,"Water Distribution Data (CSQ) [Expired 2/22]","Pecaton WDD",,,Telm,F,Data
72.780000,0.00000,KJC802,"Sheriff / 911 - CENCOM","De Witt","Fire/EMS: Remote Link -  Kenney","DeWitt Fire RF4 ",,,FMN,F,"Fire Dispatch"
87.900000,0.00000,,"Businesses, Attractions and Recreation Byron Dragway",Statewide,"PA System Rebroadcast","Byron Dragway PA",,,FM,F,Media
88.900000,0.00000,,"Recreation and Attractions Miscellaneous",Statewide,"Cordova International Raceway PA Rebroadcast","CIR PA",CSQ,,FMN,M,Business
108.550000,0.00000,WQBU865,"Airports Joliet Regional Airport [JOT]",Statewide,"Air Operations","JOT 108.55",CSQ,,AM,B,Aircraft
108.600000,0.00000,,"Jacksonville Municipal Airport [IJX]",Morgan,"Weather [AWOS-3]","IJX AWOS V",CSQ,,AM,BM,Aircraft
108.600000,0.00000,,"Greater Beardstown Airport [K06]",Cass,"Weather AWOS-3","K06 AWOS-3",,,FM,BM,Aircraft
109.100000,0.00000,,"Airports Air",Statewide,"ILS for 32R/14L (Instrument Landing System - ICMI)","CMI ILS",CSQ,,AM,BM,Aircraft
109.400000,0.00000,,"Coles County Memorial Airport [MTO]",Coles,"WX ASOS (217-234-8442)","MTO WX AWOS",CSQ,,AM,B,Aircraft
109.800000,0.00000,,"Galesburg Municipal Airport [GBG]",Knox,"Weather AWOS-3 [NL]","GBG AWOS-3",CSQ,,AM,BM,Aircraft
110.000000,0.00000,,"Airports Air",Statewide,"VORTAC (Navigation beacon)","CMI VORTAC",CSQ,,AM,BM,Data
110.300000,0.00000,WRLL2148,"Airports Macomb Airport Authority",Statewide,"Aviation Radionavigation (Positioning/GPS)","MQB Radionavigat",CSQ,,AM,F,Aircraft
110.500000,0.00000,WQLS579,"Quad-City International Airport (MLI) Air",Statewide,"RLL Localizer","MLI RLL",CSQ,,AM,B,Aircraft
111.600000,0.00000,,"Greater Kankakee Airport [IKK]",Kankakee,"Weather AWOS-3","IKK AWOS-3",,,AM,BM,Data
111.950000,0.00000,WPYG817,"Airports Joliet Regional Airport [JOT]",Statewide,"Air Operations","JOT 111.95",CSQ,,AM,B,Aircraft
118.000000,0.00000,,"Airports Aircraft",Statewide,AWOS,"LWV AWOS",CSQ,,AM,BM,Aircraft
118.025000,0.00000,,"Cairo Regional Airport [CIR]",Alexander,"Weather AWOS-3","CIR AWOS-3",CSQ,,AM,BM,Aircraft
118.050000,0.00000,,"Chicago O'Hare International Airport (ORD) Ground",Statewide,"Ground South of 10C/28C","ORD Ground South",CSQ,,AM,BM,Aircraft
118.075000,0.00000,,"Chicago Midway International Airport (MDW) Tower/Approach/Departure",Statewide,"Ground Control","MDW GrdCntrl",CSQ,,AM,BM,Aircraft
118.075000,0.00000,,"Airports Airport Operations",Statewide,"WX ASOS at SET (18 nm W)","ALN AWOS-SET",CSQ,,AM,B,Aircraft
118.100000,0.00000,,"Airports Air",Statewide,"Tower (was 118.300)","RFD Tower",CSQ,,AM,BM,Aircraft
118.175000,0.00000,WPZP584,"Airports Litchfield Municipal Airport [3LF]",Statewide,"AWOS: Time, Temperature, etc","3LF AWOS",CSQ,,AM,B,Aircraft
118.175000,0.00000,,"Airports Hillsboro Municipal Airport [3K4]",Statewide,AWOS-3,"3K4 AWOS-3",CSQ,,AM,BM,Aircraft
118.175000,0.00000,KVB3,"James R. Washburn Field (Morris) [C09]",Grundy,"Weather AWOS-3","C09 AWOS",CSQ,,AM,BM,Aircraft
118.200000,0.00000,,"Airports Mt. Vernon Airport [MVN]",Statewide,"WX AWOS-3 (was 113.8)","MVN AWOS",CSQ,,AM,B,Aircraft
118.250000,0.00000,,"Airports Air",Statewide,"Tower (Auxillary, sometimes used for ASR approaches)","CMI TowerAux",CSQ,,AM,BM,Aircraft
118.275000,0.00000,,"Airports Air",Statewide,"Clearance Delivery","CPS ClrDeliv",CSQ,,AM,B,Aircraft
118.275000,0.00000,,"Chicago O'Hare International Airport (ORD) Approach / Departure (Chicago TRACON)",Statewide,"Departure NE Loop","ORD Dep NE",CSQ,,AM,BM,Aircraft
118.300000,0.00000,,"Edgar County Airport (Paris) [PRG]",Edgar,"Hulman Tower","Hulman Tower",CSQ,,AM,BM,Aircraft
118.325000,0.00000,,"Quincy Regional Airport (UIN) Operations",Statewide,"ASOS (Old?)","UIN ASOS Old",CSQ,,AM,BM,Aircraft
118.375000,0.00000,,"Airports Effingham County Municipal Airport [1H2]",Statewide,"Weather AWOS-3","1H2 AWOS-3",CSQ,,Telm,BM,Aircraft
118.375000,0.00000,KYH5,"Sparta Community Airport Authority [SAR]",Randolph,"Weather AWOS-3","SAR AWOS-3",CSQ,,AM,BM,Aircraft
118.400000,0.00000,,"Airports - Other Lansing Municpal Airport [IGQ]",Statewide,"Approach/Departure (Chicago) DUP?","Chic App/Dep",CSQ,,AM,BM,Aircraft
118.425000,0.00000,,"Carmi Airport [CUL]",White,"Weather AWOS-3","CUL AWOS-3",CSQ,,AM,BM,Aircraft
118.450000,0.00000,,"Jacksonville Municipal Airport [IJX]",Morgan,"Clearance Delivery","IJX ClrDelvr",CSQ,,AM,BM,Aircraft
118.450000,0.00000,,"Abraham Lincoln Capital Airport (SPI) Tower/Approach/Departure",Statewide,"Jacksonville Remote Clearance Delivery","IJX RCO",CSQ,,AM,B,Aircraft
118.450000,0.00000,,"Chicago O'Hare International Airport (ORD) Tower",Statewide,Aux,"ORD Tower Aux 1",CSQ,,AM,BM,Aircraft
118.525000,0.00000,WPYJ671,"Airports Lewis University Airport (Lockport/Joliet) [LOT]",Statewide,"Weather AWOS-3","LOT AWOS",CSQ,,AM,BM,Aircraft
118.525000,0.00000,WWR2,"Pittsfield-Penstone Municipal Airport [PPQ]",Pike,"Weather AWOS-3","PPQW AWOS-3",CSQ,,AM,BM,Aircraft
118.525000,0.00000,WWR2,"Pittsfield Penstone Airport",Pike,AWOS,PeostonAWOS,CSQ,,Telm,B,Aircraft
118.525000,0.00000,WRN24,"Salem Leckrone Airport [SLO]",Marion,"Weather AWOS-3","SLO AWOS",CSQ,,AM,B,Aircraft
118.600000,0.00000,,"Jacksonville Municipal Airport [IJX]",Morgan,"Springfield Approach/Departure","SPI App/Dep",CSQ,,AM,BM,Aircraft
118.600000,0.00000,,"Airports Taylorville Municipal Airport [TAZ]",Statewide,"Springfield Approach/Departure (0600-2200)","SPI App/Dep",CSQ,,AM,B,Aircraft
118.650000,0.00000,KHN7,"Tri-Township Airport (Savanna) [SFY]",Carroll,"Weather AWOS-3","SFY AWOS-3",CSQ,,AM,BM,Aircraft
118.750000,0.00000,,"Quad-City International Airport (MLI) Air",Statewide,"Chicago Center (Local A/D after hours)",ChicagoCentr,CSQ,,AM,B,Aircraft
118.775000,0.00000,,"Logan County Airport [AAA]",Logan,"WX AWOS-3","AAA AWOS-3",CSQ,,FM,BM,Aircraft
118.900000,0.00000,,"Airports Decatur Airport [DEC] (*)",Statewide,"Decatur Tower","DEC Tower",CSQ,,AM,BM,Aircraft
118.925000,0.00000,,"Chicago O'Hare International Airport (ORD) Approach / Departure (Chicago TRACON)",Statewide,"Approach SE Feeder (Rwy 28/10C)","ORD App SE",CSQ,,AM,BM,Aircraft
119.000000,0.00000,,"Chicago O'Hare International Airport (ORD) Approach / Departure (Chicago TRACON)",Statewide,"Approach Z Arrival (Rwy 27C/9C)","ORD App Z",CSQ,,AM,BM,Aircraft
119.025000,0.00000,KBM4,"Airports Rantoul Airport [TIP]",Statewide,"Weather AWOS-3","NAC AWOS-3",CSQ,,AM,BM,Aircraft
119.025000,0.00000,KHJ7,"Airports Macomb Airport Authority",Statewide,"Weather AWOS-3","MQB AWOS-3",CSQ,,AM,BM,Aircraft
119.075000,0.00000,WCM2,"Dekalb-Taylor Municipal Airport [DKB]",DeKalb,"Weather AWOS-3","DKB AWOS V",CSQ,,AM,BM,Data
119.175000,0.00000,,"Airports Whiteside County Airport (Sterling/Rock Falls) [SQI]",Statewide,"Weather AWOS-3","SQI AWOS-3",CSQ,,AM,B,Aircraft
119.200000,0.00000,,"Scott Air Force Base (SAFB) Air",Statewide,"Ground Control","SAFB GrCntrl",CSQ,,AM,BM,Aircraft
119.200000,0.00000,WRDQ750,"Airports Air",Statewide,Tower,"BLV Tower",CSQ,,AM,BM,Aircraft
119.250000,0.00000,,"Robinson Municipal Airport [RSV]",Crawford,"Hulman Approach/Departure","Hulman Ap/Dp",CSQ,,AM,BM,Aircraft
119.250000,0.00000,,"Airports Air",Statewide,"Clearance Delivery","RFD ClrDel",CSQ,,AM,BM,Aircraft
119.250000,0.00000,,"Chicago O'Hare International Airport (ORD) Tower",Statewide,Emergency,"ORD Tower Emerg",CSQ,,AM,BM,Aircraft
119.250000,0.00000,,"Chicago O'Hare International Airport (ORD) Clearance",Statewide,"Clearance Delivery Secondary","ORD CD Secondary",CSQ,,AM,BM,Aircraft
119.275000,0.00000,,"Vermilion County Airport Vermillion County Airport [DNV]",Statewide,"WX AWOS-3","DNV AWOS-3",CSQ,,FMN,F,Data
119.275000,0.00000,WRB8,"Airports - Other Lansing Municpal Airport [IGQ]",Statewide,"Weather AWOS-3 [Expired]","IGQ AWOS-3",CSQ,,AM,BM,Aircraft
119.350000,0.00000,,"Airports Joliet Regional Airport [JOT]",Statewide,"Approach/Departure (Chicago)","Chic App/Dep",CSQ,,AM,B,Aircraft
119.350000,0.00000,,"Airports Clow International Airport (Bolingbrook) [IC5]",Statewide,"Chicago Area Approach/Departure","Chi App/Dep",CSQ,,AM,B,Aircraft
119.400000,0.00000,,"Quad-City International Airport (MLI) Air",Statewide,CTAF,"MLI CTAF",CSQ,,AM,B,Aircraft
119.400000,0.00000,,"Quad-City International Airport (MLI) Air",Statewide,"Tower [0530-2230]","MLI Tower",CSQ,,AM,B,Aircraft
119.425000,0.00000,WRLB2834,Fairfield,Wayne,"Fairfield Municipal Airport","Fairfield Airprt",CSQ,,AM,F,Aircraft
119.425000,0.00000,,"Fairfield Municipal Airport [FWC]",Wayne,"Weather AWOS-3","FWC AWOS",CSQ,,AM,BM,Aircraft
119.450000,0.00000,,"Chicago Midway International Airport (MDW) Tower/Approach/Departure",Statewide,"Class C Airspace/Radar","MDW Class C IC",CSQ,,AM,BM,Aircraft
119.450000,0.00000,,"Marshall County Airport (Lacon) [C75]",Marshall,AWOS,"C75 AWOS",CSQ,,AM,BM,Aircraft
119.450000,0.00000,,"Media Traffic Copters",Statewide,"News Helicopters with Midway Tower","Chi NewsHelo",CSQ,,AM,M,Aircraft
119.625000,0.00000,,"Chicago O'Hare International Airport (ORD) Tower",Statewide,"PRM Monitor - Runway 10C/28C","ORD PRM 10C/28C",CSQ,,AM,BM,Aircraft
119.675000,0.00000,WEV5,"Pontiac Municipal [PNT]",Livingston,"Weather AWOS-3","PNT AWOS-3",CSQ,,AM,BM,Aircraft
119.675000,0.00000,,"Airports Air",Statewide,AWOS,"RFD AWOS",CSQ,,AM,BM,Aircraft
