"Frequency Output","Frequency Input","FCC Callsign",Agency/Category,County,Description,"Alpha Tag","PL Output Tone","PL Input Tone",Mode,"Class Station Code",Tag
461.087500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 13","CSSR Ch 13","77.0 PL",,FMN,M,Business
461.100000,466.10000,WQNY896,"Business Microsoft Corporation",Statewide,Unknown,Microsoft,,,DMR,RM,Business
461.100000,0.00000,WQJA578,"Businesses Wild Rose Casino",Statewide,"Wild Rose Casino Security",WRCSecurity2,"141.3 PL",,FM,BM,Security
461.112500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 14","CSSR Ch 14","77.0 PL",,FMN,M,Business
461.125000,466.12500,WQAP848,"Businesses Big River Resources",Statewide,"Plant Ops","BigRiver Ops A","532 DPL",,FMN,RM,Business
461.125000,0.00000,n/a,"Davenport Community School District",Scott,"Site: 004 Jackson",n/a,n/a,n/a,DMR,RM,TRS
461.125000,466.12500,WQUS342,"Businesses Flint Hills Resources Renewables, LLC - Fairbank",Statewide,"Ethanol Plant in Fairbank","FHills Ops","CC 3|TG 5001|SL 1",,DMR,RM,Business
461.137500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 15","CSSR Ch 15","77.0 PL",,FMN,M,Business
461.137500,0.00000,WPVC868,"Business CSC Security (Contemporary Services Corporation)",Statewide,"CSC Security","CSC Security","152 DPL",,FMN,BM,Security
461.150000,0.00000,WQYG759,"Businesses Miscellaneous",Statewide,"Davenport Winding Hills Apartments Operations","WindingHillsApt ","196.6 PL",,FMN,M,Business
461.150000,0.00000,n/a,"Pinnacle Foods - Fort Madison (DMR)",Lee,"Site: 101 Unconfirmed LCN",n/a,n/a,n/a,DMR,RM,TRS
461.150000,0.00000,n/a,"Meskwaki Bingo-Casino-Hotel",Tama,"Site: 001 Primary",n/a,n/a,n/a,DMR,RM,TRS
461.162500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 16","CSSR Ch 16","77.0 PL",,FMN,M,Business
461.175000,466.17500,WRZ417,"Businesses MIscellaneous",Statewide,"Orba Johnson Transshipment: Loading Ops (Keokuk)","Orba Johnson","156.7 PL",,FMN,RM,Business
461.175000,466.17500,WQQK502,"Schools Sioux City Community Schools",Statewide,"School Buses 1","SxCity Bus 1","CC 6|TG 1|SL 1",,DMR,RM,Schools
461.175000,0.00000,n/a,"Corn Belt Power Cooperative",Story,"Site: 013 Nevada",n/a,n/a,n/a,DMR,RM,TRS
461.187500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 17","CSSR Ch 17","77.0 PL",,FMN,M,Business
461.200000,466.20000,WQGY275,Onawa,Monona,"Burgess Health Center Maintenance","BURGESS MAINT","CC 4|TG 3|SL *",,DMR,RM,Business
461.200000,0.00000,WQJV358,"Businesses Mayflower Homes (Nursing Home)",Statewide,"Mayflower Homes(Nursing Home)",MayflwerHome,,,FM,BM,Business
461.200000,0.00000,n/a,"Prairie Meadows Casino",Polk,"Site: 001 Altoona",n/a,n/a,n/a,DMR,RM,TRS
461.212500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 18","CSSR Ch 18","77.0 PL",,FMN,M,Business
461.220000,466.22000,WPZU991,"Business The HON Co.",Statewide,"Maintenance Calling, Allsteel Component Plant","HNI B",,,FMN,RM,Business
461.225000,466.22500,WQZS406,"Business Farms",Statewide,"Nolan Farms","Nolan Farms","CC 14|TG 300|SL 1",,DMR,RM,Business
461.237500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 19","CSSR Ch 19","77.0 PL",,FMN,M,Business
461.237500,0.00000,,"Adventureland Adventureland",Statewide,Private,"Advntrlnd Pvt","205 DPL",,FM,BM,Business
461.250000,0.00000,WRCN661,"Business Ryan Jones Farms",Statewide,Operations,"Ryan Jones Farms","203.5 PL",,FMN,M,Business
461.250000,0.00000,n/a,"Corn Belt Power Cooperative",Bremer,"Site: 016 Plainfield",n/a,n/a,n/a,DMR,RM,TRS
461.250000,0.00000,n/a,"Principal Life Insurance",Polk,"Site: 001 Johnston",n/a,n/a,n/a,DMR,RM,TRS
461.250000,0.00000,n/a,"Davenport Community School District",Scott,"Site: 015 Midcity",n/a,n/a,n/a,DMR,RM,TRS
461.250000,466.25000,WQCB238,"Businesses Valero Refining Company",Statewide,"Valero Refining Company",Valero,"612 DPL",,FMN,RM,Business
461.262500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 20","CSSR Ch 20","77.0 PL",,FMN,M,Business
461.275000,0.00000,n/a,"Hilltop Communications / ESItalk","Buena Vista","Site: 015 Storm Lake, IA",n/a,n/a,n/a,NXDN,RM,TRS
461.275000,0.00000,n/a,"ESI Talk","Buena Vista","Site: 015 Storm Lake",n/a,n/a,n/a,NXDN,RM,TRS
461.275000,466.27500,,"Schools Security",Statewide,"University of Dubuque Security","Dub U Sec","025 DPL",,FM,R,Security
461.287500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 21","CSSR Ch 21","77.0 PL",,FMN,M,Business
461.300000,0.00000,n/a,"Mid American Energy",Dallas,"Site: 24729 Adel",n/a,n/a,n/a,MPT-1327,RM,TRS
461.300000,0.00000,n/a,"Corn Belt Power Cooperative",Franklin,"Site: 014 Hampton",n/a,n/a,n/a,DMR,RM,TRS
461.300000,466.30000,WNAA952,"Businesses Mediacom Communications Corporation",Statewide,"Mediacom Communications (linked to other repeaters)",Mediacom,"97.4 PL",,FM,RM,Utilities
461.312500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 22","CSSR Ch 22","77.0 PL",,FMN,M,Business
461.325000,0.00000,WPFS487,"Businesses Fort Dodge Animal Health",Statewide,Spare,"FtD Animal",,,FM,M,Business
461.337500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 23","CSSR Ch 23","77.0 PL",,FMN,M,Business
461.350000,466.35000,"WPLK906 ","Business Business Radio Sales and Service",Statewide,"Farming Operations",BBS,"123.0 PL",,FMN,RM,Business
461.350000,466.35000,WPLK906,"Business Business Radio Sales and Service",Statewide,"Clear Creek Amana School Bus Operations","CCA School","445 DPL",,FMN,RM,Schools
461.350000,466.35000,WQGW780,"Businesses Innovative Ag Services, Inc.",Statewide,"Innovative Ag Services - Winthrop",InnovAgWinthrop,"074 DPL",,FMN,RM,Business
461.350000,0.00000,WQCT592,"Factories/Plants Steamboat Rock",Statewide,"Plant Operations Channel 4","PLCP Ch 4","143 DPL",,FM,M,Business
461.350000,0.00000,n/a,"Mid American Energy",Webster,"Site: 24849 Fort Dodge",n/a,n/a,n/a,MPT-1327,RM,TRS
461.362500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 24","CSSR Ch 24","77.0 PL",,FMN,M,Business
461.375000,466.37500,WQFT575,"Schools Alburnett Community Schools",Statewide,Operations,"Alburnett School","192.8 PL",,FMN,RM,Schools
461.387500,466.38750,WQLM917,"Businesses Go Daddy",Statewide,"Go Daddy - voice encrypted",GoDaddy,"CC 1|TG *|SL *",,DMRE,RM,Business
461.387500,0.00000,n/a,"Electronic Applications","Des Moines","Site: 002 Unconfirmed LCN",n/a,n/a,n/a,LTR,RM,TRS
461.387500,0.00000,n/a,"Firestone Tire and Rubber (460 MHz)",Polk,"Site: 001 Site-1",n/a,n/a,n/a,LTR,RM,TRS
461.400000,0.00000,n/a,"Prairie Meadows Casino",Polk,"Site: 001 Altoona",n/a,n/a,n/a,DMR,RM,TRS
461.400000,466.40000,WSZ264,"Businesses Businesses",Statewide,"Van Diest Supply Co, Webster City","Van Diest","156.7 PL",,FMN,RM,Business
461.400000,0.00000,n/a,"Corn Belt Power Cooperative",Clay,"Site: 002 Everly",n/a,n/a,n/a,DMR,RM,TRS
461.400000,466.40000,KNFC291,"Schools South Winneshiek Schools",Statewide,Schools,"S WinnSchool",,,FM,RM,Schools
461.400000,466.40000,,"Businesses Miscellaneous",Statewide,"Modern Woodmen Ballpark Security",ModWoodPark,"423 DPL",,FM,RM,Security
461.400000,0.00000,WQIC791,"Iowa Railroads Operations",Statewide,"Remote receiver for Channel 5","CIC Job5/15 Link","162 DPL",,FMN,F,Railroad
461.412500,466.41250,WRJQ657,"Adventureland Adventureland",Statewide,Ops,"Advntrlnd Ops","026 DPL",,FM,BM,Business
461.412500,0.00000,n/a,"Eastern Iowa Power Cooperative",Clinton,"Site: 001 DeWitt",n/a,n/a,n/a,DMR,RM,TRS
461.425000,0.00000,WQCM414,"Business Farms",Statewide,"Rich Farms - Vinton","Rich Farms",,,FMN,RM,Business
461.425000,0.00000,n/a,"Harrah's Council Bluffs",Pottawattamie,"Site: 001 Harrah's Casino",n/a,n/a,n/a,DMR,RM,TRS
461.425000,466.42500,WPAF931,"School Districts Edgewood-Colesburg School District",Statewide,"Edgewood-Colesburg School District","Edgw School","CC 3|TG *|SL *",,DMR,RM,Schools
461.437500,466.43750,WPYXS555,"Keokuk Community School District",Lee,Buses,"Keok SchBus","532 DPL",,FMN,RM,Schools
461.450000,466.45000,WNQF645,"School Districts North Fayette School District",Statewide,"North Fayette School Bus","NFay School Bus","CC 4|TG *|SL *",,DMR,RM,Schools
461.450000,0.00000,n/a,"Mid American Energy","Black Hawk","Site: 25049 Waterloo",n/a,n/a,n/a,MPT-1327,RM,TRS
461.462500,466.46250,"WPVS230 ","Businesses Rhythm City Casino Resort",Statewide,Security,"RCCR Security ","CC 2|TG *|SL *",,DMR,RM,Security
461.462500,466.46250,WPVS230,"Businesses Rhythm City Casino Resort",Statewide,"Hotel Maintenance","RCCR Hotel Maint","CC 2|TG 220|SL 1",,DMR,RM,Business
461.462500,466.46250,WPVS230,"Businesses Rhythm City Casino Resort",Statewide,"Hotel Housekeeping","RCCR Hotel Hskpn","CC 2|TG 230|SL 1",,DMR,RM,Business
461.475000,466.47500,WPFS487,"Businesses Fort Dodge Animal Health",Statewide,"Maintenance / Operations Riverside Facility","FtD Animl Ri",,,FM,RM,Business
461.475000,466.47500,WNXA509,"Businesses Miscellaneous",Statewide,"Tri-state Communications 1","Tri-state 1","156.7 PL",,FM,RM,Business
461.475000,466.47500,WNXA509,"Businesses Miscellaneous",Statewide,"Tri-state Communications 2","Tri-state 2","118.8 PL",,FM,RM,Business
461.475000,466.47500,KZG987,"Businesses Graybill Electronics",Statewide,Data,GraybillData,,,Telm,RM,Data
461.500000,466.50000,WQCB238,"Businesses Valero Refining Company",Statewide,"Valero Refining Company",Valero,"465 DPL",,FMN,RM,Business
461.500000,0.00000,n/a,Cargill,Linn,"Site: 001 Cedar Rapids",n/a,n/a,n/a,NXDN,RM,TRS
461.512500,0.00000,n/a,"Meskwaki Bingo-Casino-Hotel",Tama,"Site: 001 Primary",n/a,n/a,n/a,DMR,RM,TRS
461.512500,0.00000,n/a,"POET Biorefining",Worth,"Site: 001 Hanlontown",n/a,n/a,n/a,DMR,RM,TRS
461.512500,466.51250,WQDT375,"Schools Des Moines Schools",Statewide,"Central Campus site? - Security Patrol","DMCSD Patrol","CC 7|TG 3000|SL 2",,DMR,RM,Schools
461.512500,0.00000,,"Businesses Miscellaneous",Statewide,"Davenport Carlton Supervisors/Maintenance","Dav Carlton","CC 1|TG 1|SL *",,DMR,M,Business
461.525000,466.52500,WPVN609,"Businesses Allen",Statewide,"Allen Hospital Maintenance","Allen Maint","051 DPL",,FMN,RM,Business
461.525000,466.52500,WNVY919,"Businesses Fonda Area",Statewide,"Orville Wells and Sons Slot 1","ORVILLE WELLS 1","CC 4|TG 77624|SL 1",,DMR,RM,Business
461.525000,466.52500,WPGA918,"Businesses Retail",Statewide,"Crossroads Mall - Security, Maintenance","Crsrds Mall","67.0 PL",,FM,RM,Business
461.525000,466.52500,WNVY919,"Businesses Fonda Area",Statewide,"Orville Wells and Sons Slot 2","ORVILLE WELLS 2","CC 4|TG 70595|SL 2",,DMR,RM,Business
461.525000,466.52500,WQEM658,"Businesses Croell Redi-Mix",Statewide,"Croell Redi-Mix",CroellRedi,"127.3 PL",,FM,RM,Business
461.525000,466.52500,KNOF728,"Businesses Regional Transit Authority",Statewide,"Regional Transit Authority 1","RTA 1","271 DPL",,FM,RM,Transportation
461.537500,461.53750," 	WQSL342","Businesses Trumbauer Farm",Statewide,"Trumbauer Farm","Trumbauer Farm","263 DPL",,FMN,M,Business
461.550000,466.55000,WQQK502,"Schools Sioux City Community Schools",Statewide,"School Buses 2","SxCity Bus 2","CC 8|TG 1|SL 1",,DMR,RM,Schools
461.562500,466.56250,KKM504,"Schools Kirkwood Community College",Statewide,Operations,"KKC Ops 302","CC 1|TG 302|SL 1",,DMR,RM,Schools
461.562500,466.56250,KKM504,"Schools Kirkwood Community College",Statewide,Vending,"KKC Vending","CC 1|TG 306|SL 2",,DMR,RM,Schools
461.562500,466.56250,WQRA303,"Schools Wilton Schools",Statewide,Operations,"Wilton Schools","11 RAN",,NXDN48,RM,Schools
461.562500,466.56250,KKM504,"Schools Kirkwood Community College",Statewide,Operations,"KKC Ops 301","CC 1|TG 301|SL 1",,DMR,RM,Schools
461.562500,0.00000,,"Adventureland Adventureland",Statewide,Adventureland,"Advntrlnd 1","026 DPL",,FM,BM,Business
461.575000,466.57500,WQDF766,"Businesses MIscellaneous",Statewide,"Matrix Metals (Keokuk)",MatrixMetals,"606 DPL",,FMN,RM,Business
461.600000,466.60000,WPXI680,"Businesses Casinos",Statewide,"Ameristar Casino",AmrstarCasno,"464 DPL",,FM,RM,Business
461.600000,466.60000,KNCX974,"Hospitals Mercy Hospital",Statewide,Security,"Mercy Hosp","162.2 PL",,FM,RM,Security
461.612500,0.00000,,"Adventureland Adventureland",Statewide,Adventureland,"Advntrlnd 2","031 DPL",,FM,BM,Business
461.612500,0.00000,n/a,"Gerdau Ameristeel",Muscatine,"Site: 001 Wilton",n/a,n/a,n/a,DMR,RM,TRS
461.612500,466.61250,WPIW436,"Businesses Miscellaneous",Statewide,"Electronic Realty Co.","Elec Realty",,,DMR,RM,Business
461.625000,0.00000,n/a,"Davenport Community School District",Scott,"Site: 010 Wood",n/a,n/a,n/a,DMR,RM,TRS
461.637500,466.63750,WQDS373,"Schools Security",Statewide,"Drake University Security Ch 1","Drake Sec 1","CC 1|TG 100|SL 1",,DMR,RM,Security
461.637500,0.00000,WQDS373,"Schools Security",Statewide,"Drake Security Ch 2 - Analog Simplex","Drake Sec 2","229.1 PL",,FMN,BM,Security
461.637500,466.63750,WQDS373,"Schools Security",Statewide,"Drake University Security Ch 3","Drake Sec 3","CC 1|TG 200|SL 2",,DMR,RM,Security
461.637500,466.63750,WQFL718,"Businesses Business",Statewide,"Valero Fuels, Albert City","Valero Fuels","516 DPL",,FMN,RM,Business
461.650000,466.65000,WPUY812,"Businesses Ajinomoto Heartland",Statewide,"Channel 3 Warehouse","Warehouse Ch","114 DPL",,FMN,RM,Business
461.650000,0.00000,n/a,"Dairyland Power Cooperative",Allamakee,"Site: 056 Waukon, IA",n/a,n/a,n/a,DMR,RM,TRS
461.662500,466.66250,KB71994,"Business Firestone Tire Rubber Company",Statewide,Curing,Curing,"025 DPL",,FMN,RM,Business
461.662500,466.66250,WPBS636,"Schools Des Moines Schools",Statewide,Operations,"DM School","CC 12|TG 15|SL 1",,DMR,RM,Schools
461.662500,0.00000,n/a,"Equistar Chemical",Clinton,"Site: 001 Clinton",n/a,n/a,n/a,NXDN,RM,TRS
461.675000,466.67500,WPZZ867,"Schools Southeast Polk Community School",Statewide,Operations,"SE Polk School",,,FMN,RM,Schools
461.675000,0.00000,n/a,"Davenport Community School District",Scott,"Site: 015 Midcity",n/a,n/a,n/a,DMR,RM,TRS
461.675000,0.00000,n/a,"Corn Belt Power Cooperative",Story,"Site: 013 Nevada",n/a,n/a,n/a,DMR,RM,TRS
461.675000,0.00000,WNDZ741,"Businesses Hotels/Resorts",Statewide,"Sundown Ski","Sundown Ski","156.7 PL",,FM,BM,Business
461.675000,0.00000,WQJA578,"Businesses Wild Rose Casino",Statewide,"Wild Rose Hotel / Casino Housekeeping","WRC Houskpng",,,FM,M,Business
461.687500,0.00000,WRWQ404,"Businesses Farms",Statewide,"Fangman Farms","Fangman Farms",,,FMN,BM,Business
461.687500,0.00000,n/a,"Eastern Iowa Power Cooperative",Cedar,"Site: 001 Bennett (was Wilton)",n/a,n/a,n/a,DMR,RM,TRS
461.700000,466.70000,WSA243,"Burlington Community School District","Des Moines",Buses,"Bur School Buses","107.2 PL",,FMN,RM,Schools
461.700000,466.70000,WSA243,"Burlington Community School District","Des Moines",Maintenance,"Bur School Maint","100.0 PL",,FMN,RM,Schools
461.700000,466.70000,WPWB631,Spencer,Clay,Utilities,SpencerUtilities,"CC 12|TG *|SL *",,DMR,RM,"Public Works"
461.700000,0.00000,n/a,"Principal Life Insurance",Polk,"Site: 001 Des Moines",n/a,n/a,n/a,DMR,RM,TRS
461.725000,0.00000,n/a,"Harrah's Council Bluffs",Pottawattamie,"Site: 001 Harrah's Casino",n/a,n/a,n/a,DMR,RM,TRS
461.725000,0.00000,n/a,"Davenport Community School District",Scott,"Site: 004 Jackson",n/a,n/a,n/a,DMR,RM,TRS
461.725000,466.72500,WPLH718,"Businesses Other Businesses",Statewide,"ADM Growmark/Grain (Burlington)","ADM Growmark","606 DPL",,FMN,RM,Business
461.725000,0.00000,,"Businesses Miscellaneous",Statewide,"LuJacks'	Repair Shop Operations","LuJacks'	Rep","127.3 PL",,FMN,BM,Business
461.725000,0.00000,WRDA457,"Businesses Quaker Oats Company",Statewide,"Quaker Oats","Quaker Oats","CC 1|TG *|SL *",,DMR,RM,Business
461.737500,0.00000,n/a,"Pinnacle Foods - Fort Madison (DMR)",Lee,"Site: 001 Confirmed LCN",n/a,n/a,n/a,DMR,RM,TRS
461.750000,0.00000,n/a,"Principal Life Insurance",Polk,"Site: 001 Johnston",n/a,n/a,n/a,DMR,RM,TRS
461.750000,466.75000,WQJE491,"Businesses Casinos",Statewide,"Diamond Jo Casino 2","Diamond Jo 2","CC 2|TG 2000|SL 1",,DMR,RM,Business
461.750000,0.00000,n/a,"Dairyland Power Cooperative",Clayton,"Site: 044 Postville, IA",n/a,n/a,n/a,DMR,RM,TRS
461.762500,461.76250,"WQTK902 ","Business Monticello Area",Statewide,Orbis,Orbis,"233.6 PL",,FMN,BM,Business
461.762500,466.76250,WQMP769,"Businesses Saint Ambrose University - Davenport",Statewide,Security,"St Ambrose Sec","CC 1|TG 1|SL 1",,DMR,RM,Security
461.762500,466.76250,WQMP769,"Businesses Saint Ambrose University - Davenport",Statewide,"Student Life","St Ambrose SL","CC 1|TG 1|SL 2",,DMR,RM,Business
461.762500,0.00000,n/a,"Iowa Premium Beef",Tama,"Site: 001 Toledo",n/a,n/a,n/a,DMR,RM,TRS
461.775000,466.77500,WPKJ741,"Universities University Operations",Statewide,"Upper Iowa University","UIU 2",,,FM,RM,Business
461.775000,466.77500,KNOF728,"Businesses Regional Transit Authority",Statewide,"Regional Transit Authority 2","RTA 2","271 DPL",,FM,RM,Transportation
461.775000,466.77500,KNHN212,"Schools Muscatine Community School District",Statewide,"Muscatine Community School Repeater","Musc School",,,DMR,RM,Schools
461.775000,466.77500,KNCX266,"Schools Prairie City-Monroe School District",Statewide,"Bus Operations","PCM School","546 DPL",,FM,RM,Schools
461.775000,466.77500,WQQT959,"Schools North Butler Community School District",Statewide,"North Butler Community School District",NButlerSch,"136.5 PL",,FMN,RM,Schools
461.775000,466.77500,KKJ647,"Business Marshalltown Community School District",Statewide,"Bus Operations","MCSC Buses",,,FMN,RM,Schools
461.787500,0.00000,WQUD473,"Schools Operations",Statewide,"West Dubuque Schools",WDubSchool,"CC 10|TG *|SL *",,DMR,RM,Schools
461.800000,466.80000,WQPG858,"Businesses Scott Mcilrath",Statewide,"Farm Operations",ScotMcilrath,"192.8 PL",,FMN,RM,Business
461.800000,466.80000,WNIY314,"Schools Centerville Schools",Statewide,"Centerville Schools Transportation Department","Centervle School","051 DPL",,FMN,RM,Schools
461.800000,0.00000,n/a,"Corn Belt Power Cooperative",Carroll,"Site: 006 Glidden",n/a,n/a,n/a,DMR,RM,TRS
461.800000,0.00000,n/a,"Corn Belt Power Cooperative",Hamilton,"Site: 011 Webster City",n/a,n/a,n/a,DMR,RM,TRS
461.800000,0.00000,n/a,"Pleasant Valley Community School District",Scott,"Site: 001 Confirmed LCN",n/a,n/a,n/a,NXDN,RM,TRS
461.825000,0.00000,n/a,"Davenport Community School District",Scott,"Site: 010 Wood",n/a,n/a,n/a,DMR,RM,TRS
461.825000,0.00000,,"Businesses Miscellaneous",Statewide,"Genesis Medical	East Campus Housekeeping","Genesis Medi","146.2 PL",,FMN,BM,Business
461.837500,466.83750,WPOE442,"Southeast Iowa Regional Medical Center (West Burlington)","Des Moines","Security / Operations","SEIARMC Security","CC 1|TG 100|SL 1",,DMR,RM,Business
461.837500,466.83750,WPOE442,"Southeast Iowa Regional Medical Center (West Burlington)","Des Moines",Maintenance,"SEIARMC Maint","CC 1|TG 300|SL 2",,DMR,RM,Business
461.837500,466.83750,WQYH424,"Businesses Fonda Area",Statewide,"RC Wells Trucking","RC WELL TRUCKING","CC 4|TG *|SL *",,DMR,RM,Business
461.837500,0.00000,n/a,"Dairyland Power Cooperative",Clayton,"Site: 017 Mc Gregor, IA",n/a,n/a,n/a,DMR,RM,TRS
461.837500,466.83750,WQJV435,"Hospitals Mercy Medical Center - West Lakes",Statewide,Security,MercySecurit,"CC 1|TG 100|SL 1",,DMR,RM,Security
461.862500,466.86250,WRJQ657,"Adventureland Adventureland",Statewide,Maintenance,"Advntrlnd Maint","036 DPL",,FM,BM,Business
461.875000,466.87500,KNNJ738,"Businesses Isle of Capri Casino",Statewide,"Casino Security 1","IofCC CasSecrty1","331 DPL",,FMN,RM,Security
461.875000,0.00000,n/a,"Hilltop Communications / ESItalk",Webster,"Site: 023 Fort Dodge, IA",n/a,n/a,n/a,NXDN,RM,TRS
461.875000,0.00000,n/a,"ESI Talk",Webster,"Site: 023 Fort Dodge",n/a,n/a,n/a,NXDN,RM,TRS
461.875000,466.87500,WPGS884,"Hospitals St Lukes Hospital",Statewide,Maintenance,Maintenance,"186.2 PL",,FMN,BM,Business
461.875000,466.87500,,"Schools Des Moines Schools",Statewide,Operations,"DM School 3","94.8 PL",,FM,RM,Schools
461.887500,0.00000,n/a,"Electronic Applications","Des Moines","Site: 001 Confirmed LCN",n/a,n/a,n/a,LTR,RM,TRS
461.887500,0.00000,n/a,"Mid American Energy",Marion,"Site: 24913 Knoxville",n/a,n/a,n/a,MPT-1327,RM,TRS
461.900000,466.90000,WQUS342,"Businesses Flint Hills Resources Renewables, LLC - Fairbank",Statewide,"Channel 3","FHills Ch 3","CC 3|TG 5001|SL 1",,DMR,RM,Business
461.900000,466.90000,,"Schools Maintenance",Statewide,"University of Dubuque Maintenace","Dub U Maint","546 DPL",,FM,R,Schools
461.900000,466.90000,KNGK845,"Schools Anamosa",Statewide,"Anamosa Community Schools",AnamSchool,"151.4 PL",,FM,RM,Schools
461.900000,466.90000,WQSH871,"Business Dick Cochran Farms",Statewide,Operations,"Cochran Farm","114.8 PL",,FMN,RM,Business
461.912500,466.91250,WQJE491,"Businesses Casinos",Statewide,"Diamond Jo Casino 3","Diamond Jo 3","CC 3|TG 3000|SL 1",,DMR,RM,Business
461.912500,466.91250,WQIT264,"Businesses Tanager Place",Statewide,"Tanager Place","Tanager Place","CC 10|TG *|SL *",,DMR,RM,Business
461.925000,466.92500,WPTD363,"Business Smith Sewer Service",Statewide,Operations,"Smith Sewer","413 DPL",,FMN,RM,Business
461.925000,466.92500,WPRL850,"Businesses Manufacturing and Industrial",Statewide,"Winegard: Truck/Trailer Movement (Burlington)","Winegard A","532 DPL",,FMN,RM,Business
461.925000,466.92500,KNCX974,"Hospitals Mercy Hospital",Statewide,"Mercy Hospital DMR","Mercy Hosp","CC 1|TG 1001|SL 1",,DMR,RM,Business
461.925000,0.00000,WQFK951,"Fort Madison Community School District",Lee,"High School","FtMad High Sch",,,FMN,M,Schools
461.925000,466.92500,WNLJ509,"Businesses Croell Redi-Mix",Statewide,"Croell Redi-Mix Janesville",CroellRedi,"432 DPL",,FM,RM,Business
461.925000,466.92500,KWS549,"Businesses John Deere - Davenport",Statewide,Security,"JD Security","186.2 PL",,FMN,RM,Security
461.937500,0.00000,n/a,"Deere and Company - DMR (IL/IA)",Scott,"Site: 103 Davenport IA (*)",n/a,n/a,n/a,DMR,RM,TRS
461.937500,0.00000,n/a,"Meskwaki Bingo-Casino-Hotel",Tama,"Site: 001 Primary",n/a,n/a,n/a,DMR,RM,TRS
461.937500,0.00000,"WQJF730 ","Businesses Telemetry",Statewide,"MidAmerican Energy Port Neal Power Plant","MAE PortNeal",,,Telm,F,Data
461.950000,466.95000,WYU309,"Businesses Mount Union - Businesses",Statewide,"Golden Furrow (Mount Union)","Golden Furow","143 DPL",,FMN,RM,Business
461.950000,0.00000,n/a,"Mid American Energy","Black Hawk","Site: 25049 Waterloo",n/a,n/a,n/a,MPT-1327,RM,TRS
461.962500,466.96250,KD28353,"Businesses Cargill",Statewide,Cargill,Cargill,"206.5 PL",,FM,RM,Business
461.962500,0.00000,n/a,"Grain Processing - Muscatine IA",Muscatine,"Site: 001 Primary (unconfirmed LCN)",n/a,n/a,n/a,DMR,RM,TRS
461.975000,0.00000,n/a,"Harrah's Council Bluffs",Pottawattamie,"Site: 001 Harrah's Casino",n/a,n/a,n/a,DMR,RM,TRS
461.975000,0.00000,n/a,"Corn Belt Power Cooperative",Carroll,"Site: 006 Glidden",n/a,n/a,n/a,DMR,RM,TRS
461.975000,466.97500,WNLZ799,"Businesses Gee Asphalt Systems",Statewide,"Gee Asphalt Systems","Gee Asphalt","162.2 PL",,FM,RM,Business
461.975000,466.97500,WQOV419,"Schools Emmetsburg Community Schools",Statewide,Operations,E-BurgSchool,"167.9 PL",,FM,RM,Schools
461.987500,0.00000,n/a,"Dairyland Power Cooperative",Clayton,"Site: 044 Postville, IA",n/a,n/a,n/a,DMR,RM,TRS
462.000000,467.00000,"WNED262 ","Businesses MIscellaneous",Statewide,"The Scott's Company: Operations/Maintenance","Scotts A","654 DPL",,FMN,RM,Business
462.000000,0.00000,"WQPJ312 ","School Districts West Delaware School District",Statewide,"West Delaware School Buses","WDel School","82.5 PL",,FMN,RM,Schools
462.000000,0.00000,n/a,"Corn Belt Power Cooperative",Humboldt,"Site: 008 Humboldt",n/a,n/a,n/a,DMR,RM,TRS
462.012500,0.00000,n/a,"Graybill Electronics (NXDN)",Linn,"Site: 001 Site 1",n/a,n/a,n/a,NXDN,RM,TRS
462.025000,0.00000,n/a,"Hilltop Communications / ESItalk",Wright,"Site: 021 Belmond, IA",n/a,n/a,n/a,NXDN,RM,TRS
462.025000,0.00000,n/a,"ESI Talk",Wright,"Site: 021 Belmond",n/a,n/a,n/a,NXDN,RM,TRS
462.025000,467.02500,WPCK531,"Businesses West Central Cooperative",Statewide,"West Central Cooperative - Adair","WC Coop","612 DPL",,FM,RM,Business
462.037500,467.03750,WQLP812,"Businesses Businesses",Statewide,Taslers,Taslers,"023 DPL",,FMN,RM,Business
462.037500,467.03750,WQEP712,"Business National Property Protection Services - Nationwide Insurance",Statewide,"Urbandale Building Security",NPPSSecurity,"CC 2|TG 1|SL 1",,DMR,RM,Security
462.037500,0.00000,WQQW325,"Businesses Miscellaneous",Statewide,"Matt Spencer Farm","Spencer Farm",CSQ,,FMN,BM,Business
